ID	LABEL	SENT	DOC	LABEL	NUM_LABEL
30	1	"      Leading Edge- Model PC4170E<br><br>      * Intel 486SX/25 Mhz CPU<br>      * Supports Intel OverDrive clock-Doubling Processors(What is this?)<br>      * Upgradable to 486DX2/66<br>      * 4 MB RAM upgradable to 32 MB<br>      * 8 KB internal cache<br>      * 1.2 MB 5 1/4"" & 1.44 MB 3.5"" Disk Drives <br>      * 213 MB Hard Drive<br>      * 1024 x 768 VGA Video Resolution<br>      * 1 MB Video RAM 256 Colors<br>      * 6 Available 16-bit ISA expansion Slots<br>      * One local bus socket (16-bit ISA Compatible)<br>      * 4 5.25"" drive bays, 3 external<br>      * One 25-pin Centronics type parallel port<br>      * 2 RS-232C Serial Ports (9 & 25 pin)<br>      * One 15-pin analog video connector<br>      * One PS/2 Compatible mouse port<br>      * 200 Watt power supply<br>      * 101 key keyboard and mouse included<br>      * Software includes Windows 3.1, Dos 5.0, Microsoft Works for Windows<br><br>      The store wants $1200 (without monitor) for this.  Is it a good price?<br><br>      Thanks!<br>"	"      Leading Edge- Model PC4170E<br><br>      * Intel 486SX/25 Mhz CPU<br>      * Supports Intel OverDrive clock-Doubling Processors(What is this?)<br>      * Upgradable to 486DX2/66<br>      * 4 MB RAM upgradable to 32 MB<br>      * 8 KB internal cache<br>      * 1.2 MB 5 1/4"" & 1.44 MB 3.5"" Disk Drives <br>      * 213 MB Hard Drive<br>      * 1024 x 768 VGA Video Resolution<br>      * 1 MB Video RAM 256 Colors<br>      * 6 Available 16-bit ISA expansion Slots<br>      * One local bus socket (16-bit ISA Compatible)<br>      * 4 5.25"" drive bays, 3 external<br>      * One 25-pin Centronics type parallel port<br>      * 2 RS-232C Serial Ports (9 & 25 pin)<br>      * One 15-pin analog video connector<br>      * One PS/2 Compatible mouse port<br>      * 200 Watt power supply<br>      * 101 key keyboard and mouse included<br>      * Software includes Windows 3.1, Dos 5.0, Microsoft Works for Windows<br><br>      The store wants $1200 (without monitor) for this.  Is it a good price?<br><br>      Thanks!<br>"	H	
31	1	"                     Switch Settings on the Trident 8900C<br><br>----------------------------------\         /-----------------|<br>               |-----------| |-------------------| |-----------<br>                   VGA Graphics Adapter Layout #1 (8-DRAM)<br><br>----------------------------------\         /-----------------|<br>               |-----------| |-------------------| |-----------<br>                VGA Graphics Adapter Layout #2 (2/4/8 - DRAM)<br><br>----------------------------------\         /-----------------|<br>               |-----------| |-------------------| |-----------<br>                VGA GRaphics Adapter Layout #3 (2/4/8 - DRAM)<br><br>1.  Dip Switches<br>2.  DB-15 connector: For analog monitors.<br>3.  DB-9 connector: for TTL monitors. (* NOTE #1)<br>4.  Jumers J1, J2, J3, J4 (J3 for layouts #2 and #3, J4 for layout #3)<br>5.  Video BIOS: Basic Input/Ouput System.<br>6.  TVGA 8900 Chip: VGA GRaphics chip.<br>7.  Edge connector: For IBM PC/XT, PC/AT and compatible systems.<br>8.  Video DRAM: up to 1MB<br>9.  Feature connector: For special applications.<br>10. Video DAC<br>11. Jumper Blocks JP1 and JP2 (2/4/8 board only)<br>* NOTE #1 - Hardware option.  Feature not present for all board versions.<br><br>Switch settings for the 6 switch dip box (#1 from figures).<br><br>Switch 3:  Scan Rate<br>  On  - Less than 48KHz (default)<br>  Off - 38-49Khz<br><br>Switch 5:  Fast and Slow Address Decode<br>  Off - Fast address decode (default)<br>  On  - Slow address decode<br><br>Switch 6:  8/16 bit Data Path<br>  Off - 16-bit data path (default)<br>  On  - 8-bit data path<br><br><br>Jumper settings<br><br>J1:  Settings for IRQ9<br> 1 2 3     1 2 3<br>   xxx     xxx<br> Off (def)   On<br><br>J2:  Settings for Bus Size Detections<br>1           1 x<br>2 x         2 x<br>3 x         3<br>Autodetect  Standard Interface<br>(def)<br><br>J3:  Settings for DRAM Configuration<br>   1  2  3       1  2  3       1  2  3<br>   ----          |  |             ----<br>   ----          |  |             ----<br>   4  5  6       4  5  6       4  5  6<br><br>    Two DRAM      Four DRAM      Eight DRAM<br><br>J4:  DRAM Clock Select<br> 1 2 3     1 2 3<br>   xxx     xxx<br> 40 MHz    48 MHz<br>Two DRAM   4/8 DRAM<br><br><br>SW1 & SW2"	"                     Switch Settings on the Trident 8900C<br><br>----------------------------------\         /-----------------|<br>               |-----------| |-------------------| |-----------<br>                   VGA Graphics Adapter Layout #1 (8-DRAM)<br><br>----------------------------------\         /-----------------|<br>               |-----------| |-------------------| |-----------<br>                VGA Graphics Adapter Layout #2 (2/4/8 - DRAM)<br><br>----------------------------------\         /-----------------|<br>               |-----------| |-------------------| |-----------<br>                VGA GRaphics Adapter Layout #3 (2/4/8 - DRAM)<br><br>1.  Dip Switches<br>2.  DB-15 connector: For analog monitors.<br>3.  DB-9 connector: for TTL monitors. (* NOTE #1)<br>4.  Jumers J1, J2, J3, J4 (J3 for layouts #2 and #3, J4 for layout #3)<br>5.  Video BIOS: Basic Input/Ouput System.<br>6.  TVGA 8900 Chip: VGA GRaphics chip.<br>7.  Edge connector: For IBM PC/XT, PC/AT and compatible systems.<br>8.  Video DRAM: up to 1MB<br>9.  Feature connector: For special applications.<br>10. Video DAC<br>11. Jumper Blocks JP1 and JP2 (2/4/8 board only)<br>* NOTE #1 - Hardware option.  Feature not present for all board versions.<br><br>Switch settings for the 6 switch dip box (#1 from figures).<br><br>Switch 3:  Scan Rate<br>  On  - Less than 48KHz (default)<br>  Off - 38-49Khz<br><br>Switch 5:  Fast and Slow Address Decode<br>  Off - Fast address decode (default)<br>  On  - Slow address decode<br><br>Switch 6:  8/16 bit Data Path<br>  Off - 16-bit data path (default)<br>  On  - 8-bit data path<br><br><br>Jumper settings<br><br>J1:  Settings for IRQ9<br> 1 2 3     1 2 3<br>   xxx     xxx<br> Off (def)   On<br><br>J2:  Settings for Bus Size Detections<br>1           1 x<br>2 x         2 x<br>3 x         3<br>Autodetect  Standard Interface<br>(def)<br><br>J3:  Settings for DRAM Configuration<br>   1  2  3       1  2  3       1  2  3<br>   ----          |  |             ----<br>   ----          |  |             ----<br>   4  5  6       4  5  6       4  5  6<br><br>    Two DRAM      Four DRAM      Eight DRAM<br><br>J4:  DRAM Clock Select<br> 1 2 3     1 2 3<br>   xxx     xxx<br> 40 MHz    48 MHz<br>Two DRAM   4/8 DRAM<br><br><br>SW1 & SW2"	H	
32	1	Email and I'll sumarize.	Email and I'll sumarize.	N	
33	0	"I have several lots of source code written by past A/Ps in MS-FORTRAN, and<br>recently have needed to port them to MS-Windows... I would like to avoid a<br>major code-rewrite if possible - maybe a WINDOWS library is all I need?<br><br>Please help - reply by E-mail to:  traversmorgan@swell.actrix.gen.nz"	"I have several lots of source code written by past A/Ps in MS-FORTRAN, and<br>recently have needed to port them to MS-Windows... I would like to avoid a<br>major code-rewrite if possible - maybe a WINDOWS library is all I need?<br><br>Please help - reply by E-mail to:  traversmorgan@swell.actrix.gen.nz"	W	
34	1	"in the EDN magazine I found a note about the new C&T 82C735<br>I/O Controller. It support several parallel port protocols,<br>including<br> Fast Centronics<br> Microsoft Enhanced Capabilities Protocol (ECP)<br> Enhanced Parallel Port (EPP)<br>The last two handle data rates up to 2Mbytes/sec.<br><br>Is there any specification about these protocols available?<br><br>Regards,<br><br> Christian Franke"	"in the EDN magazine I found a note about the new C&T 82C735<br>I/O Controller. It support several parallel port protocols,<br>including<br> Fast Centronics<br> Microsoft Enhanced Capabilities Protocol (ECP)<br> Enhanced Parallel Port (EPP)<br>The last two handle data rates up to 2Mbytes/sec.<br><br>Is there any specification about these protocols available?<br><br>Regards,<br><br> Christian Franke"	H	
35	0	It is easy to use and does the job with no problem.<br><br>-Eric	It is easy to use and does the job with no problem.<br><br>-Eric	N	
36	1	" Sony Trinitron tube<br> digital micro control<br> 1280x1024 NI<br> .25 dp<br> 300x225 mm display area<br> to 100 Hz refresh<br> anti-glare, MPR-II...<br> auto-scan 30-64 kHz<br><br>Why don't I ever see this monitor for sale (ONE company in Apr computer shopper)<br>What is the 1764DC?  What is the best price around for this?....<br><br>and how 'bout that MAG 17""?  I love my MAG 15"" (except for that little color<br>alignment thing on the l/r edges)...<br>"	" Sony Trinitron tube<br> digital micro control<br> 1280x1024 NI<br> .25 dp<br> 300x225 mm display area<br> to 100 Hz refresh<br> anti-glare, MPR-II...<br> auto-scan 30-64 kHz<br><br>Why don't I ever see this monitor for sale (ONE company in Apr computer shopper)<br>What is the 1764DC?  What is the best price around for this?....<br><br>and how 'bout that MAG 17""?  I love my MAG 15"" (except for that little color<br>alignment thing on the l/r edges)...<br>"	H	
37	0	<br>How much is the BJ going for?  I got mine for $300 which was in the<br>end the deciding factor for me.<br><br>--Cindy<br>--<br>Cindy Tittle Moore	<br>How much is the BJ going for?  I got mine for $300 which was in the<br>end the deciding factor for me.<br><br>--Cindy<br>--<br>Cindy Tittle Moore	N	
38	1	Thanks<br><br>=eugene=<br>s<br><br>	Thanks<br><br>=eugene=<br>s<br><br>	N	
39	1	Any info very much appreciated.<br><br>Kevin	Any info very much appreciated.<br><br>Kevin	N	
40	0	"It seems that a particular program designed for blind people is more important<br>than trying to interface windows with a way for blind people to use it.<br>If someone made a voice recognition/multimedia (sound) oriented program,<br>it would probably been more effective.  I don't know what the original<br>purpose of interfacing windows was for the person who posted the question<br>though.<br>"	"It seems that a particular program designed for blind people is more important<br>than trying to interface windows with a way for blind people to use it.<br>If someone made a voice recognition/multimedia (sound) oriented program,<br>it would probably been more effective.  I don't know what the original<br>purpose of interfacing windows was for the person who posted the question<br>though.<br>"	W	
41	1	"<br>I can't speak for MAG Innovision but as far as NEC is concerned, they are<br>adjusted to ""factory-spec"" before leaving the central USA distribution point<br>(MA) for the eastern Canadian market. Now, here's the key: NEC *knows* that<br>the >=15"" monitors' adjustments are very sensitive to shipping over<br>distances (with all the bumps, rough handling, and such) and therefore<br>*expect* and (at least in theory) *require* that the local *distributor*<br>(not dealer) have it adjusted at the *local* service centre (Bull HN<br>Information Systems in Toronto) before sale. This is the correct and<br>probably only way of having any chance of receiving a ""perfect"" monitor<br>(the definition of ""perfect"" seems to depend on how picky one is, in my<br>case quite :).<br><br><br>I, for one, was not willing to accept what I considered a substandard<br>monitor and, after two months of wrangling and direct contact with NEC,<br>finally received a satisfactorily adjusted monitor (not perfect, IMHO,<br>but a major improvement over what the dealer and distributor were trying<br>convince me was ""normal""). The short answer is no, don't accept these<br>""imperfections"" as ""normal"" because for the premium one pays for the<br>larger screen monitors, one has a right to expect higher quality, and<br>if you're persistent, you'll receive it.<br><br>"	"<br>I can't speak for MAG Innovision but as far as NEC is concerned, they are<br>adjusted to ""factory-spec"" before leaving the central USA distribution point<br>(MA) for the eastern Canadian market. Now, here's the key: NEC *knows* that<br>the >=15"" monitors' adjustments are very sensitive to shipping over<br>distances (with all the bumps, rough handling, and such) and therefore<br>*expect* and (at least in theory) *require* that the local *distributor*<br>(not dealer) have it adjusted at the *local* service centre (Bull HN<br>Information Systems in Toronto) before sale. This is the correct and<br>probably only way of having any chance of receiving a ""perfect"" monitor<br>(the definition of ""perfect"" seems to depend on how picky one is, in my<br>case quite :).<br><br><br>I, for one, was not willing to accept what I considered a substandard<br>monitor and, after two months of wrangling and direct contact with NEC,<br>finally received a satisfactorily adjusted monitor (not perfect, IMHO,<br>but a major improvement over what the dealer and distributor were trying<br>convince me was ""normal""). The short answer is no, don't accept these<br>""imperfections"" as ""normal"" because for the premium one pays for the<br>larger screen monitors, one has a right to expect higher quality, and<br>if you're persistent, you'll receive it.<br><br>"	H	
42	0	"I'm looking for Microsoft's internal speaker sound driver for Windows.<br><br>Should be at Microsoft's FTP site, but I can't remember the name of the site..."	"I'm looking for Microsoft's internal speaker sound driver for Windows.<br><br>Should be at Microsoft's FTP site, but I can't remember the name of the site..."	H	
43	1	"Windows Sources Magazine reviewed a number of 17"" monitors recently<br>and they too said that the Nanao T560i was the best monitor to get if<br>you had the money. But they also said that the Mitsubishi Diamond Pro<br>17 is the next best choice and that it has superb picture quality.<br>This monitor can be had for around $1070.<br><br>Has anyone actually seen any of these? I am also thinking of buying a<br>17"" monitor and was going to consider the Mitsubishi. If I remember<br>correctly, I think its viewing area is 16"" measured diagonally.<br><br>Thanks.<br>"	"Windows Sources Magazine reviewed a number of 17"" monitors recently<br>and they too said that the Nanao T560i was the best monitor to get if<br>you had the money. But they also said that the Mitsubishi Diamond Pro<br>17 is the next best choice and that it has superb picture quality.<br>This monitor can be had for around $1070.<br><br>Has anyone actually seen any of these? I am also thinking of buying a<br>17"" monitor and was going to consider the Mitsubishi. If I remember<br>correctly, I think its viewing area is 16"" measured diagonally.<br><br>Thanks.<br>"	H	
44	1	"I need to implement COM3 and COM4 on a board that I'm designing and I'm<br>finding it dificult to track down a definition (hardware that is) of COM3<br>and COM4.<br><br>I have the IO adresses and the fact that COM3 shares IRQ4 with COM1 and COM4<br>shares IRQ3 with COM2, except exactly how this IRQ sharing is done is not<br>clear especially if the existing COM1/2 does not allow IRQ sharing. Does the<br>standard??? allow for a different IRQ to be used and if so how.<br><br>Please answer by email to :-<br><br>      neil@stone.oz.au<br><br>thanks in advance"	"I need to implement COM3 and COM4 on a board that I'm designing and I'm<br>finding it dificult to track down a definition (hardware that is) of COM3<br>and COM4.<br><br>I have the IO adresses and the fact that COM3 shares IRQ4 with COM1 and COM4<br>shares IRQ3 with COM2, except exactly how this IRQ sharing is done is not<br>clear especially if the existing COM1/2 does not allow IRQ sharing. Does the<br>standard??? allow for a different IRQ to be used and if so how.<br><br>Please answer by email to :-<br><br>      neil@stone.oz.au<br><br>thanks in advance"	H	
45	0	<br>I think George is referring to switch.zip in the ~ftp/pub/pc/win3/drivers/video<br>directory. Description reads -- Switcher: Windows Video Mode Switcher.<br>	<br>I think George is referring to switch.zip in the ~ftp/pub/pc/win3/drivers/video<br>directory. Description reads -- Switcher: Windows Video Mode Switcher.<br>	W	
46	0	"I wonder whether Microsoft intended for sysedit to be used, or if it was<br>just a holdover from the testing period and they forgot to take it out. The<br>reason I think this is because there is absolutely no mention in the manuals<br>about this program, and there is no online help for it (just an About entry<br>under the File menu). The program looks like something that was intended for<br>internal use only. It's kind of a shame, though. It would have made a nice<br>multi-file replacement for Notepad."	"I wonder whether Microsoft intended for sysedit to be used, or if it was<br>just a holdover from the testing period and they forgot to take it out. The<br>reason I think this is because there is absolutely no mention in the manuals<br>about this program, and there is no online help for it (just an About entry<br>under the File menu). The program looks like something that was intended for<br>internal use only. It's kind of a shame, though. It would have made a nice<br>multi-file replacement for Notepad."	W	
47	1	"If switching the drives is not an option, you might be able to wire up<br>a drive switch to your computer chasis.  I haven't tried it but I think<br>it would work as long as it is wired carefully."	"If switching the drives is not an option, you might be able to wire up<br>a drive switch to your computer chasis.  I haven't tried it but I think<br>it would work as long as it is wired carefully."	H	
48	1	"I just bought a Mitsumi CD-ROM drive and a SB Pro soundcard.  The pin outs on<br>the CD-ROM line-out and the SB Pro CD-IN are not the same.  I am considering<br>taking the RCA output jacks on the Mitsumi interface card and routing them to<br>the line-in input on the SB Pro.  Will this work with multi-media software<br>that uses the CD-ROM and the SB Pro or do I need to go to the CD-IN pins on<br>the SB-Pro.<br><br>Thanks,<br><br>John<br><br>-------------------------------------------------------------------------------"	"I just bought a Mitsumi CD-ROM drive and a SB Pro soundcard.  The pin outs on<br>the CD-ROM line-out and the SB Pro CD-IN are not the same.  I am considering<br>taking the RCA output jacks on the Mitsumi interface card and routing them to<br>the line-in input on the SB Pro.  Will this work with multi-media software<br>that uses the CD-ROM and the SB Pro or do I need to go to the CD-IN pins on<br>the SB-Pro.<br><br>Thanks,<br><br>John<br><br>-------------------------------------------------------------------------------"	H	
49	1	"<br>Someone Else, could you please comment on that. I have just bought<br>a Twincom 14.4DFi, which has a Rockwell chipset. It wasn't cheap<br>so I would like to hear of problems I'm likely to run into.<br><br><br>Phew, I was lucky! The Twincom internal version has a 550A and one<br>of the Rockwell chips is marked RC144DP.<br><br>But still I would like to hear more of the above mentioned firmware<br>problems."	"<br>Someone Else, could you please comment on that. I have just bought<br>a Twincom 14.4DFi, which has a Rockwell chipset. It wasn't cheap<br>so I would like to hear of problems I'm likely to run into.<br><br><br>Phew, I was lucky! The Twincom internal version has a 550A and one<br>of the Rockwell chips is marked RC144DP.<br><br>But still I would like to hear more of the above mentioned firmware<br>problems."	H	
50	0	"I am looking pro a Win 3.1 printer driver for the Panasonic laser printer<br>KX-P4430. (I am not sure about the order of the first letters in the<br>name, but the numbers are right and they are important.) I have found <br>drivers for Panasonic printers 4450 and so on, but I think there should<br>be drivers available where the 4430 model is included. <br><br>Grateful for any help!<br><br>--<br>-------------------------------------------------------------------------------<br>  kjell@hut.fi  kjell@niksula.hut.fi kjell@vipunen.hut.fi"	"I am looking pro a Win 3.1 printer driver for the Panasonic laser printer<br>KX-P4430. (I am not sure about the order of the first letters in the<br>name, but the numbers are right and they are important.) I have found <br>drivers for Panasonic printers 4450 and so on, but I think there should<br>be drivers available where the 4430 model is included. <br><br>Grateful for any help!<br><br>--<br>-------------------------------------------------------------------------------<br>  kjell@hut.fi  kjell@niksula.hut.fi kjell@vipunen.hut.fi"	W	
51	1	": Thanks.<br><br> WinJet is not a video card -- it's _printer_ accelerator manufactured<br> by LaserMaster (Eden Prairie, MN).<br><br> -- Willy"	": Thanks.<br><br> WinJet is not a video card -- it's _printer_ accelerator manufactured<br> by LaserMaster (Eden Prairie, MN).<br><br> -- Willy"	H	
52	1	"there are designs with 50MHz and 2 VLB-Slots.<br>(s. C't 9.92, 10.92, 11.92)<br><br>50MHz and 2 Slots are realy difficult to design."	"there are designs with 50MHz and 2 VLB-Slots.<br>(s. C't 9.92, 10.92, 11.92)<br><br>50MHz and 2 Slots are realy difficult to design."	H	
53	1	"I got two very similar sounding boards for dirt cheap, too. Their Assy<br>numbers were not 4000-series, but your description fits otherwise. They<br>are 3Com 3C505's aka Etherlink Plus cards. Check out ftp.3com.com, there<br>are drivers and diagnostic programs for just about any and all 3Com<br>cards. I concluded that my card was the 505 after I ran their diagnostic<br>program for 3C505 succesfully (""..passes with flying colours"") :)<br><br>Anybody know of packet drivers for these cards under OS/2..?<br>"	"I got two very similar sounding boards for dirt cheap, too. Their Assy<br>numbers were not 4000-series, but your description fits otherwise. They<br>are 3Com 3C505's aka Etherlink Plus cards. Check out ftp.3com.com, there<br>are drivers and diagnostic programs for just about any and all 3Com<br>cards. I concluded that my card was the 505 after I ran their diagnostic<br>program for 3C505 succesfully (""..passes with flying colours"") :)<br><br>Anybody know of packet drivers for these cards under OS/2..?<br>"	H	
54	0	"I think the support droid was malfunctioning and confused the disk space<br>limit with the virtual address space limit.  As far as the disk is<br>concerned, you are limited only by the amount of contiguous free space.<br>The limit that causes the message, ""Windows will only use ...,"" is the<br>amount of virtual address space that the Virtual Memory Manager will<br>create, and this is a function of the amount of free memory that you have<br>when Windows starts.<br><br>In the [386enh] section of SYSTEM.INI, you can specify a parameter:<br><br> PageOverCommit=multiplier<br><br>The following description is from the Windows Resource Kit:<br><br> This entry specifies the multiplier what determines the amount of<br> linear address space the VMM will create for the system, which is<br> computed by rounding up the amount of available physical memory to<br> the nearest 4 MB and then multiplying that value by the value<br> specified for PageOverCommit=.  Increasing this value increases the<br> amount of available linear address space, causing the size of data<br> structures to increase.  This also increases paging activity<br> proportionately and can slow down the system.  You can specify a<br> value between 1 and 20.  The default is 4.  To change this entry,<br> you must edit SYSTEM.INI.<br>"	"I think the support droid was malfunctioning and confused the disk space<br>limit with the virtual address space limit.  As far as the disk is<br>concerned, you are limited only by the amount of contiguous free space.<br>The limit that causes the message, ""Windows will only use ...,"" is the<br>amount of virtual address space that the Virtual Memory Manager will<br>create, and this is a function of the amount of free memory that you have<br>when Windows starts.<br><br>In the [386enh] section of SYSTEM.INI, you can specify a parameter:<br><br> PageOverCommit=multiplier<br><br>The following description is from the Windows Resource Kit:<br><br> This entry specifies the multiplier what determines the amount of<br> linear address space the VMM will create for the system, which is<br> computed by rounding up the amount of available physical memory to<br> the nearest 4 MB and then multiplying that value by the value<br> specified for PageOverCommit=.  Increasing this value increases the<br> amount of available linear address space, causing the size of data<br> structures to increase.  This also increases paging activity<br> proportionately and can slow down the system.  You can specify a<br> value between 1 and 20.  The default is 4.  To change this entry,<br> you must edit SYSTEM.INI.<br>"	W	
55	0	"<br>I think I have the same problem. I think it is caused by the rubber ball<br>in the mouse, which doesn't roll so smooth. The detectors in the mouse<br>notice this and whoops, I hit a mine (using minesweeper :-) ).<br><br>I think the solution will be buying a new mouse, and/or using a mouse pad."	"<br>I think I have the same problem. I think it is caused by the rubber ball<br>in the mouse, which doesn't roll so smooth. The detectors in the mouse<br>notice this and whoops, I hit a mine (using minesweeper :-) ).<br><br>I think the solution will be buying a new mouse, and/or using a mouse pad."	H	
56	0	"also, I tried manually changing the setting in the win.ini file<br>to ""n"" (for no-->realize colour table), and started windows.  It<br>will be fine for that session, but the next session will *again*<br>turn the option on.<br><br>I tried adding a +R (read-only) attribute to my win.ini file, and<br>it worked, but my bitmap (wallpaper) saver didn't work then.<br>Actually, it's the same application.  Anywya, it didn't work,<br>since it must change the setting at the win.ini file.<br><br>so anyone out there got any answers/suggesions/comments for me?<br><br>thanks, i.a.<br><br>Mickey<br>aka mp"	"also, I tried manually changing the setting in the win.ini file<br>to ""n"" (for no-->realize colour table), and started windows.  It<br>will be fine for that session, but the next session will *again*<br>turn the option on.<br><br>I tried adding a +R (read-only) attribute to my win.ini file, and<br>it worked, but my bitmap (wallpaper) saver didn't work then.<br>Actually, it's the same application.  Anywya, it didn't work,<br>since it must change the setting at the win.ini file.<br><br>so anyone out there got any answers/suggesions/comments for me?<br><br>thanks, i.a.<br><br>Mickey<br>aka mp"	W	
57	0	"There is a glitch somewhere in the system though.  I don't know if it<br>is MS mail, the gateway or the VAX here on campus that is choking in the<br>mail that is sent.  The scenario is this.  The outgoing mail goes to a<br>Unix system which then routes the mail where it needs to go.  If that mail<br>is routed to the VAX, the VAX has problems some times receiving the mail.<br>Most messages do get through this way except if someone has there mail<br>on the VAX forwarded to some other location.  That is the main gotcha.<br>Where ever the mail is forwarded to that person gets a message header<br>then a message saying ""Boudary:= (error garbage code stuff)"".  If you<br>can stay away from sending to a VAX you are ok.  The system people<br>of course say that the VAX is not the problem, the gateway is probably<br>the problem.  If anyone wants to get help it is only $175.00 for one<br>support call. (until problem is worked out)  Phooey to that I say.  I<br>am looking vigorously for a better Idea.  <br><br>If you go forward on any of this and find out anything knew,  please<br>drop me a note - anyone.  The next itteration is supposed to have tcp/ip<br>built in THEY say........  The netxt itteration of w4wg<br><br>Good Luck!!!!!"	"There is a glitch somewhere in the system though.  I don't know if it<br>is MS mail, the gateway or the VAX here on campus that is choking in the<br>mail that is sent.  The scenario is this.  The outgoing mail goes to a<br>Unix system which then routes the mail where it needs to go.  If that mail<br>is routed to the VAX, the VAX has problems some times receiving the mail.<br>Most messages do get through this way except if someone has there mail<br>on the VAX forwarded to some other location.  That is the main gotcha.<br>Where ever the mail is forwarded to that person gets a message header<br>then a message saying ""Boudary:= (error garbage code stuff)"".  If you<br>can stay away from sending to a VAX you are ok.  The system people<br>of course say that the VAX is not the problem, the gateway is probably<br>the problem.  If anyone wants to get help it is only $175.00 for one<br>support call. (until problem is worked out)  Phooey to that I say.  I<br>am looking vigorously for a better Idea.  <br><br>If you go forward on any of this and find out anything knew,  please<br>drop me a note - anyone.  The next itteration is supposed to have tcp/ip<br>built in THEY say........  The netxt itteration of w4wg<br><br>Good Luck!!!!!"	W	
58	0	"Thanks for any info,<br><br>To~nis"	"Thanks for any info,<br><br>To~nis"	N	
59	0	"The first company that comes along with a Windows based package that:<br>    manages budgets and accounts<br>    manages loans<br>    calculates taxes<br>    uses all of the above and knowledge about my investing philosophy to<br>      help me invest in the right investment vehicles, and<br>    integrates it all together<br><br>will have my business for life."	"The first company that comes along with a Windows based package that:<br>    manages budgets and accounts<br>    manages loans<br>    calculates taxes<br>    uses all of the above and knowledge about my investing philosophy to<br>      help me invest in the right investment vehicles, and<br>    integrates it all together<br><br>will have my business for life."	W	
60	1	"2: I am looking for a phone number for WANGTEK tape drives, specifically I<br>am looking for jumper settings on a 5099EN24 drive.."	"2: I am looking for a phone number for WANGTEK tape drives, specifically I<br>am looking for jumper settings on a 5099EN24 drive.."	H	
