LABEL	SENT	DOC
1	I don't understand the low 5.7 rating on this film. It's a delight for people who like a strong suspense plot and dark atmospherics. The tone is reminiscent of Midnight in the Garden of Good and Evil, down to the locale (Savannah). The acting is strong, and I was amazed at the verisimilitude of Kenneth Branagh's southern accent. Famke Jansen is great, Robert Duval is effective in a small part, and Embeth Davitz is the BOMB. Great full nude scene of her,too.<br /><br />The plot is fairly standard but effectively executed.	I don't understand the low 5.7 rating on this film. It's a delight for people who like a strong suspense plot and dark atmospherics. The tone is reminiscent of Midnight in the Garden of Good and Evil, down to the locale (Savannah). The acting is strong, and I was amazed at the verisimilitude of Kenneth Branagh's southern accent. Famke Jansen is great, Robert Duval is effective in a small part, and Embeth Davitz is the BOMB. Great full nude scene of her,too.<br /><br />The plot is fairly standard but effectively executed.
0	If you've seen other movies like this, they're probably better. The Omega Man comes to mind. To the studio's credit, they avoided the sprawling, unnecessary, big budget technofest that typifies movies of this ilk. Additionally, the set-up and premise were excellent: four people whose past is virtually irrelevant to us are trying to get away from an overwhelming infectious fatal disease. What's bad is EVERYTHING else! I get tired of endlessly stupid, careless, wimpy, ineffective, arrogant characters in a movie. That pretty much describes everyone in the movie at some point. I rented it, and found myself yelling at the TV repeatedly, "no, don't do that!", "why are you so stupid", "look out!", etcetera. A true lack of character development is evident about halfway in. A movie SHOULD give you a strong personal connection with at least some of the characters so that you actually care what happens to them. This one does not. Also,there should have been a longer, more involving end to the movie as well.	If you've seen other movies like this, they're probably better. The Omega Man comes to mind. To the studio's credit, they avoided the sprawling, unnecessary, big budget technofest that typifies movies of this ilk. Additionally, the set-up and premise were excellent: four people whose past is virtually irrelevant to us are trying to get away from an overwhelming infectious fatal disease. What's bad is EVERYTHING else! I get tired of endlessly stupid, careless, wimpy, ineffective, arrogant characters in a movie. That pretty much describes everyone in the movie at some point. I rented it, and found myself yelling at the TV repeatedly, "no, don't do that!", "why are you so stupid", "look out!", etcetera. A true lack of character development is evident about halfway in. A movie SHOULD give you a strong personal connection with at least some of the characters so that you actually care what happens to them. This one does not. Also,there should have been a longer, more involving end to the movie as well.
1	First off, this movie was a wild ride the whole way. The story of the training of the soldiers, fighting with their superiors, and in the end grouping together.<br /><br />From the very beginning to the very end. This is one War Drama worth seeing if you are in for the constant cussing (at times beyond reason) and the horrors of what boot camp are.<br /><br />The dynamics of how the actors interacted was quite amazing at times, and sometimes humorous. How Bozz (Colin Farrel) deals with Paxton (Matthew Davis) throughout the storyline, from camp to Tigerland, and even in the end helping him.<br /><br />The innovative free-hand filming did add a certain taste or flavor to the film. Constant moving, constant action, and just constant confusion. At times, it was a help. Others, not so much.<br /><br />Throughout the film, it was increasingly realistic. Some points in the film (the sex scenes in particular) seemed to be just a tad too realistic even though they added an effect to the movie that wouldn't have been there without them. it was a very gritty movie, through and through.<br /><br />In my opinion, this is one of Colin Farrel's better movies (if not his top performance). The acting for every character was superb. 9/10 -sysnuk3r	First off, this movie was a wild ride the whole way. The story of the training of the soldiers, fighting with their superiors, and in the end grouping together.<br /><br />From the very beginning to the very end. This is one War Drama worth seeing if you are in for the constant cussing (at times beyond reason) and the horrors of what boot camp are.<br /><br />The dynamics of how the actors interacted was quite amazing at times, and sometimes humorous. How Bozz (Colin Farrel) deals with Paxton (Matthew Davis) throughout the storyline, from camp to Tigerland, and even in the end helping him.<br /><br />The innovative free-hand filming did add a certain taste or flavor to the film. Constant moving, constant action, and just constant confusion. At times, it was a help. Others, not so much.<br /><br />Throughout the film, it was increasingly realistic. Some points in the film (the sex scenes in particular) seemed to be just a tad too realistic even though they added an effect to the movie that wouldn't have been there without them. it was a very gritty movie, through and through.<br /><br />In my opinion, this is one of Colin Farrel's better movies (if not his top performance). The acting for every character was superb. 9/10 -sysnuk3r
1	Born Again the Limerick: <br /><br />If a man could come back from the dead <br /><br />And live in a little girl's head <br /><br />Revenge he would get <br /><br />For the murder he met<br /><br />By the guy that's now in his wife's bed.<br /><br />For me Born Again is a highly under-rated, classic episode that makes up a part of what defined The X-Files for me before I started watching it. I saw a few segments before when the show first came on and I was much too young to watch it such as parts of The Jersey Devil, but I very specifically remember watching this episode as an 11 year old and being absolutely creeped out by the scene where they guy gets choked to death by the bus and then the hypnosis scene with the little girl. I tell you I couldn't sleep for weeks! For this reason the episode has a special aura about it now of the creepiness factor that I have since grown to enjoy. Its enough to let me look past some of the obvious flaws in the plot such as why the girl had to wait until she was 9 before her previous life spirit really began to exact his revenge. Or what she was doing just randomly sitting on a bus in the middle of the night. You'd think her parents would have been worried. And maybe they were we just don't really see that part of the story. And was was with the telekinesis? Other than adding the really cool Carrie factor to the already creepy story, there really wasn't any kind of good explanation for it. But even with its little flaws, in my mind this is a classic episode and has little to no reason for me to not like it. 10 out of 10.	Born Again the Limerick: <br /><br />If a man could come back from the dead <br /><br />And live in a little girl's head <br /><br />Revenge he would get <br /><br />For the murder he met<br /><br />By the guy that's now in his wife's bed.<br /><br />For me Born Again is a highly under-rated, classic episode that makes up a part of what defined The X-Files for me before I started watching it. I saw a few segments before when the show first came on and I was much too young to watch it such as parts of The Jersey Devil, but I very specifically remember watching this episode as an 11 year old and being absolutely creeped out by the scene where they guy gets choked to death by the bus and then the hypnosis scene with the little girl. I tell you I couldn't sleep for weeks! For this reason the episode has a special aura about it now of the creepiness factor that I have since grown to enjoy. Its enough to let me look past some of the obvious flaws in the plot such as why the girl had to wait until she was 9 before her previous life spirit really began to exact his revenge. Or what she was doing just randomly sitting on a bus in the middle of the night. You'd think her parents would have been worried. And maybe they were we just don't really see that part of the story. And was was with the telekinesis? Other than adding the really cool Carrie factor to the already creepy story, there really wasn't any kind of good explanation for it. But even with its little flaws, in my mind this is a classic episode and has little to no reason for me to not like it. 10 out of 10.
0	Dreadful horror sequel to "The Howling". This picks off with Karen White's funeral (she was killed at the end of the first film). Stefan Crosscoe (Christopher Lee sadly) arrives there and tells Karen's brother Ben (Reb Brown) that Karen was a werewolf. He's going to Transylvania to kill Striba (Sybil Danning) the head werewolf. Ben and a coworker of Karens (Annie McEnroe) join him.<br /><br />A terrible script, bad direction, inept editing and truly horrendous acting by Brown and McEnroe single handedly sink this one. The werewolf effects are mostly kept in the dark--for good reason! They're terrible when you see them. Subpar special effects also--although I DID like the cartoon lightning that comes from Danning's fingers. There's also a werewolf orgy which is particularly stupid and Danning takes off her top at least EIGHT TIMES during the closing credits! <br /><br />There are a few good things--I found the village in Transylvania amusing--it looks like it came from a Universal horror flick from the 1930s! There are interesting camera tricks between transition scenes; Brown and McEnroe have good bodies and Lee and Danning are good in this--but they can't save it. Really--WHY did they do this? Where that they hard up for money??? This is one of IMDb's lowest rated movies. That alone should tell you something. Supposedly Danning was horrified when she saw the movie--I can understand why! A must-miss.	Dreadful horror sequel to "The Howling". This picks off with Karen White's funeral (she was killed at the end of the first film). Stefan Crosscoe (Christopher Lee sadly) arrives there and tells Karen's brother Ben (Reb Brown) that Karen was a werewolf. He's going to Transylvania to kill Striba (Sybil Danning) the head werewolf. Ben and a coworker of Karens (Annie McEnroe) join him.<br /><br />A terrible script, bad direction, inept editing and truly horrendous acting by Brown and McEnroe single handedly sink this one. The werewolf effects are mostly kept in the dark--for good reason! They're terrible when you see them. Subpar special effects also--although I DID like the cartoon lightning that comes from Danning's fingers. There's also a werewolf orgy which is particularly stupid and Danning takes off her top at least EIGHT TIMES during the closing credits! <br /><br />There are a few good things--I found the village in Transylvania amusing--it looks like it came from a Universal horror flick from the 1930s! There are interesting camera tricks between transition scenes; Brown and McEnroe have good bodies and Lee and Danning are good in this--but they can't save it. Really--WHY did they do this? Where that they hard up for money??? This is one of IMDb's lowest rated movies. That alone should tell you something. Supposedly Danning was horrified when she saw the movie--I can understand why! A must-miss.
0	Comes this heartwarming tale of hope. Hope that you'll never have to endure anything this awful again. *cough* Razzie award *cough*<br /><br />I disliked this movie because it was unfunny, predictable and inane. While watching I felt like I was in a psychology experiment to determine how low movie standards could get before people complained. When I requested my money back at the end of the movie I was informed that because I watched the whole thing 'I wasn't entitled to reimbursement'. I was told by the assistant manager that several people had complained and gotten refunds already though.<br /><br />The movie summary is pretty basic. The midget thief steals a diamond and the poses as a baby to elude police. Underneath this clever outline however, lies a repertoire of original, fresh and hilarious skits. Or not.<br /><br />Ask yourself the following: Do you like to see people getting hit by pans? Do you like fart jokes? Do you like to see midgets posing as babies threatened with a thermometer in the anus? Do you like tired racial jokes? Do you think babies say 'goo goo goo goo goo gaa gaa'? Do you drool?<br /><br />If you answered 'yes' to any of the above then this movie is definitely for you. Although it has been billed in some places as 'The Worst Movie of the Decade', there is probably a movie or 2 that are worse...somewhere. I can't say for sure. I gave this movie 2 stars because we all know a review with only one star would indicate bias on the part of the reviewer and then the review wouldn't be taken seriously. <br /><br />This lowbrow comedy is intended for a less intelligent audience and I cannot in good conscience recommend it to anyone. Save your money for something funny.<br /><br />Respect	Comes this heartwarming tale of hope. Hope that you'll never have to endure anything this awful again. *cough* Razzie award *cough*<br /><br />I disliked this movie because it was unfunny, predictable and inane. While watching I felt like I was in a psychology experiment to determine how low movie standards could get before people complained. When I requested my money back at the end of the movie I was informed that because I watched the whole thing 'I wasn't entitled to reimbursement'. I was told by the assistant manager that several people had complained and gotten refunds already though.<br /><br />The movie summary is pretty basic. The midget thief steals a diamond and the poses as a baby to elude police. Underneath this clever outline however, lies a repertoire of original, fresh and hilarious skits. Or not.<br /><br />Ask yourself the following: Do you like to see people getting hit by pans? Do you like fart jokes? Do you like to see midgets posing as babies threatened with a thermometer in the anus? Do you like tired racial jokes? Do you think babies say 'goo goo goo goo goo gaa gaa'? Do you drool?<br /><br />If you answered 'yes' to any of the above then this movie is definitely for you. Although it has been billed in some places as 'The Worst Movie of the Decade', there is probably a movie or 2 that are worse...somewhere. I can't say for sure. I gave this movie 2 stars because we all know a review with only one star would indicate bias on the part of the reviewer and then the review wouldn't be taken seriously. <br /><br />This lowbrow comedy is intended for a less intelligent audience and I cannot in good conscience recommend it to anyone. Save your money for something funny.<br /><br />Respect
1	For fans of Troma or the Cyberpunk genre mixed with a little blood shed then this film for you! There is a good amount of blood shed within the confines of this film, also the effects can be impressionable and awesome. The plot is ridiculous and refreshing, not being chained down to what we as audiences are expectant of from films these days.<br /><br />Also notable are the little aliens, who I found cute. All in all, it's a good film for fans of the genre. Also recommended are films such as Tetsuo:The Iron Man and Versus for that weird Japanese film approach, filled with wonderful obscurity and bloodshed. Of course, seeing this film you should already have knowledge of the two.	For fans of Troma or the Cyberpunk genre mixed with a little blood shed then this film for you! There is a good amount of blood shed within the confines of this film, also the effects can be impressionable and awesome. The plot is ridiculous and refreshing, not being chained down to what we as audiences are expectant of from films these days.<br /><br />Also notable are the little aliens, who I found cute. All in all, it's a good film for fans of the genre. Also recommended are films such as Tetsuo:The Iron Man and Versus for that weird Japanese film approach, filled with wonderful obscurity and bloodshed. Of course, seeing this film you should already have knowledge of the two.
1	Excellent film. I cried when she cried, I loved when they loved , I was frustrated when they were. This film touched my heart. It was a reality check for me since this is reality for me, a 19 year old soldier	Excellent film. I cried when she cried, I loved when they loved , I was frustrated when they were. This film touched my heart. It was a reality check for me since this is reality for me, a 19 year old soldier
1	** Warning - this post may contain spoilers **<br /><br />I only got a Gamecube in September 2005, and the first two games I bought were James Bond games, the decent Agent Under Fire and the dull Goldeneye Rogue Agent. The next game I planned to get was Everything or Nothing, because my friend told me that it was better than the two games I already had. I have to say, he was right. <br /><br />I bought this for a tenner in HMV, and when I got home, I slammed it in to my Cube and played it for hours on end. It was much better than my other two games, and there was a much better and more interesting storyline. Graphics were some of the best I have seen (but now that the XBOX 360 has come out, Farcry Instincts Predator has some of the best graphics known to man). The storyline was clever; mad man (Willem Dafoe, named as Nikolai Diavolo) and beautiful henchwoman (Heidi Klum, named as Katya Nadanova), try to destroy the world with tiny nanobots, which at the start of the game, you, James Bond, have to destroy on a train. The bad thing is that one of them is hidden in Katya's boobs. You then have to thwart their plans and save the world.<br /><br />The great thing about this game is that it actually has actors voicing the characters, such as Cleese voicing Q. There are 27 levels, some of them short and some of them pretty long and tricky.<br /><br />Gameplay - 10/10 Graphics - 9/10 Sound - 9/10 Replay value - 7/10 Multiplayer - 8/10<br /><br />I give this game a grand total of 90%	** Warning - this post may contain spoilers **<br /><br />I only got a Gamecube in September 2005, and the first two games I bought were James Bond games, the decent Agent Under Fire and the dull Goldeneye Rogue Agent. The next game I planned to get was Everything or Nothing, because my friend told me that it was better than the two games I already had. I have to say, he was right. <br /><br />I bought this for a tenner in HMV, and when I got home, I slammed it in to my Cube and played it for hours on end. It was much better than my other two games, and there was a much better and more interesting storyline. Graphics were some of the best I have seen (but now that the XBOX 360 has come out, Farcry Instincts Predator has some of the best graphics known to man). The storyline was clever; mad man (Willem Dafoe, named as Nikolai Diavolo) and beautiful henchwoman (Heidi Klum, named as Katya Nadanova), try to destroy the world with tiny nanobots, which at the start of the game, you, James Bond, have to destroy on a train. The bad thing is that one of them is hidden in Katya's boobs. You then have to thwart their plans and save the world.<br /><br />The great thing about this game is that it actually has actors voicing the characters, such as Cleese voicing Q. There are 27 levels, some of them short and some of them pretty long and tricky.<br /><br />Gameplay - 10/10 Graphics - 9/10 Sound - 9/10 Replay value - 7/10 Multiplayer - 8/10<br /><br />I give this game a grand total of 90%
1	It's a funny business, reviewing movies. These days when "internalized emotions" and "emotional detachment" are favored over straightforward sentimentality, it must be hard to stay faithful to your true feelings.<br /><br />Soon after completing jury duties at the 58th Berlinale, I managed to catch Yoji Yamada's Kabei.<br /><br />After the screening, I watched folks dreamily amble out of the theatre hall, watery-eyed, men, women, and reviewers alike. Even the director of the Berlinale, obviously a hardened viewer of cinema, confessed to having been caught unawares and found himself crying three quarter's way into this unashamedly sentimental experience.<br /><br />But what really surprised me were the reviews that came after. Despite being ineffably moved by the film, many reviewers chose to be tepid and emotionally non-committal in their writing. Apparently, post weeping, they had put on their "thinking cap", and consequently, missed out on what I felt was the genius about Kabei.<br /><br />Allow me to explain.<br /><br />Set in pre-war Japan, the story of Kabei revolves around one writer's family, and their fate therein, after he is held in jail for what was described as "thought crimes" against the Imperial will. Through a series of protracted emotional scenes, Yamada gets us familiar with the man, his loyal wife and two daughters, as well as three side charactersÂthe man's pretty young sister, a bumbling ex-student, and a cad of an uncle Â all come to help the family cope with their plight, in the absence of the man of the house.<br /><br />The story moves along at a slow albeit steady pace, and heartbreaks occur at precisely the moments everyone is able to predict. This of course makes it near impossible for anyone in the audience to get too emotionally distraught by any dramatic event.<br /><br />In other words, although you learn to love the family and their helpers, and sympathize with their unfortunate situation, you get so lulled by the certainty of the plot that you find yourself expecting a particular kind of ending.<br /><br />However, two hours into the film (don't worry, Yamada provides the viewer with sufficient moments of gravity and levity to tide you along), he slaps you with what I can only describe as "the sting". All that you have assumed to be what the story was aboutÂan innocent man wrenched from his faithful wife and daughters Â now suddenly points to one of the family helpers. Someone you have hitherto taken for granted is now thrown into an unexpected twist of fate.<br /><br />At this point, something curious happened in the theatre I was in. Everyone started sobbing with little or no inhibition.<br /><br />"My word!" I muttered under my breath. It struck me then that "Kabei", in the final analysis, was more than a film about a family torn apart by an empire on the verge of war. It was, in fact, a cunning examination of one common human foible: How little we cared about the secret feelings of people who are closest to us.<br /><br />Now, the most common criticism made about the film was that it was technically solid, but lacked innovation. That's what happens when reviewers put on their proverbial thinking cap, I guess. With Kabei, I believe Yoji Yamada knew exactly what trick he was going to employ to touch on one unique aspect of humanity. A wicked old trick he so seamlessly applied in the Tora-san series, and later, in Tasogare Sebei.<br /><br />After lulling the audience into a sort of narrative comfort zone, he throws us into a realm of emotions rarely explored in cinema.<br /><br />This, to me, is the most effective cinematic tool of all. One which avoids detection, but affects you deeply. And proof of its effectiveness was a thousand wet pieces of Kleenex, thrown into a litter bin just outside of that thousand-seater cinema hall.<br /><br />Now if only some reviewers would resist being so caught up with being smart that they forget what cinema is really about. Human emotions. Pure and simple.	It's a funny business, reviewing movies. These days when "internalized emotions" and "emotional detachment" are favored over straightforward sentimentality, it must be hard to stay faithful to your true feelings.<br /><br />Soon after completing jury duties at the 58th Berlinale, I managed to catch Yoji Yamada's Kabei.<br /><br />After the screening, I watched folks dreamily amble out of the theatre hall, watery-eyed, men, women, and reviewers alike. Even the director of the Berlinale, obviously a hardened viewer of cinema, confessed to having been caught unawares and found himself crying three quarter's way into this unashamedly sentimental experience.<br /><br />But what really surprised me were the reviews that came after. Despite being ineffably moved by the film, many reviewers chose to be tepid and emotionally non-committal in their writing. Apparently, post weeping, they had put on their "thinking cap", and consequently, missed out on what I felt was the genius about Kabei.<br /><br />Allow me to explain.<br /><br />Set in pre-war Japan, the story of Kabei revolves around one writer's family, and their fate therein, after he is held in jail for what was described as "thought crimes" against the Imperial will. Through a series of protracted emotional scenes, Yamada gets us familiar with the man, his loyal wife and two daughters, as well as three side charactersÂthe man's pretty young sister, a bumbling ex-student, and a cad of an uncle Â all come to help the family cope with their plight, in the absence of the man of the house.<br /><br />The story moves along at a slow albeit steady pace, and heartbreaks occur at precisely the moments everyone is able to predict. This of course makes it near impossible for anyone in the audience to get too emotionally distraught by any dramatic event.<br /><br />In other words, although you learn to love the family and their helpers, and sympathize with their unfortunate situation, you get so lulled by the certainty of the plot that you find yourself expecting a particular kind of ending.<br /><br />However, two hours into the film (don't worry, Yamada provides the viewer with sufficient moments of gravity and levity to tide you along), he slaps you with what I can only describe as "the sting". All that you have assumed to be what the story was aboutÂan innocent man wrenched from his faithful wife and daughters Â now suddenly points to one of the family helpers. Someone you have hitherto taken for granted is now thrown into an unexpected twist of fate.<br /><br />At this point, something curious happened in the theatre I was in. Everyone started sobbing with little or no inhibition.<br /><br />"My word!" I muttered under my breath. It struck me then that "Kabei", in the final analysis, was more than a film about a family torn apart by an empire on the verge of war. It was, in fact, a cunning examination of one common human foible: How little we cared about the secret feelings of people who are closest to us.<br /><br />Now, the most common criticism made about the film was that it was technically solid, but lacked innovation. That's what happens when reviewers put on their proverbial thinking cap, I guess. With Kabei, I believe Yoji Yamada knew exactly what trick he was going to employ to touch on one unique aspect of humanity. A wicked old trick he so seamlessly applied in the Tora-san series, and later, in Tasogare Sebei.<br /><br />After lulling the audience into a sort of narrative comfort zone, he throws us into a realm of emotions rarely explored in cinema.<br /><br />This, to me, is the most effective cinematic tool of all. One which avoids detection, but affects you deeply. And proof of its effectiveness was a thousand wet pieces of Kleenex, thrown into a litter bin just outside of that thousand-seater cinema hall.<br /><br />Now if only some reviewers would resist being so caught up with being smart that they forget what cinema is really about. Human emotions. Pure and simple.
0	First, let's all agree that Lorenzo Lamas could never be considered a skilled actor, barely even decent, sometimes just plain lousy. However, in this piece of @*!^ called SnakeEater, the film industry as a whole sank.<br /><br />First, let's start with the plot. A Vietnam vet named Jack Kelly, aka Soldier (who is supposed to be as tough as a strap of leather and then some, which you can believe when he shoves a palate of nails through 2 guys' feet and pins them to the floor), gets word that his family has been killed and his sister kidnapped. Therefore he goes on a solo mission to save his sister. Had some potential, but still pretty thin to begin with.<br /><br />Now, the acting. Being an actor myself, I am qualified to say that this was some of the WORST acting in the history of the art!!!!! Lamas is, well, himself. The jackasses playing the Clampets/Deliverance rejects should be strung up and shot for their so-called performances which are insulting to actors everywhere, especially talented ones who never get their big break!<br /><br />Finally, the action. The gunfighting is so-so at BEST, and the fist-fighting is deplorable. I've seen more real-looking fights at the Renaissance Festival (and those were pretty fake-looking)!<br /><br />Readers, listen to me: AVOID THIS PIECE OF CACA AT ALL COSTS! IF IT WERE THE ONLY FILM IN EXISTENCE, YOU STILL WOULD WANT TO AVOID IT! For the sake of your brain-cell count, do NOT watch this thing!	First, let's all agree that Lorenzo Lamas could never be considered a skilled actor, barely even decent, sometimes just plain lousy. However, in this piece of @*!^ called SnakeEater, the film industry as a whole sank.<br /><br />First, let's start with the plot. A Vietnam vet named Jack Kelly, aka Soldier (who is supposed to be as tough as a strap of leather and then some, which you can believe when he shoves a palate of nails through 2 guys' feet and pins them to the floor), gets word that his family has been killed and his sister kidnapped. Therefore he goes on a solo mission to save his sister. Had some potential, but still pretty thin to begin with.<br /><br />Now, the acting. Being an actor myself, I am qualified to say that this was some of the WORST acting in the history of the art!!!!! Lamas is, well, himself. The jackasses playing the Clampets/Deliverance rejects should be strung up and shot for their so-called performances which are insulting to actors everywhere, especially talented ones who never get their big break!<br /><br />Finally, the action. The gunfighting is so-so at BEST, and the fist-fighting is deplorable. I've seen more real-looking fights at the Renaissance Festival (and those were pretty fake-looking)!<br /><br />Readers, listen to me: AVOID THIS PIECE OF CACA AT ALL COSTS! IF IT WERE THE ONLY FILM IN EXISTENCE, YOU STILL WOULD WANT TO AVOID IT! For the sake of your brain-cell count, do NOT watch this thing!
0	This movie was absolutely pathetic. A pitiful screenplay and lack of any story just left me watching three losers drool over bikini babes. At times I felt like I was watching an episode of Beavis and Butthead. I couldn't even sit through the whole movie. Emran Hashmi disappoints, and Hrshitta Bhatt is not impressive at all. Celina Jaitley was not bad. The only worthwhile part of the film is the spoof on Anu Malik and his obsession of shayaris. It was pretty hilarious. The songs "Sini Ne" and its remix version were really good. You can always count on Emran lip-locking and lip-synching a chartbuster. All in all, it seems Emran doesn't have a good script from the Bhatts to back him up this time.	This movie was absolutely pathetic. A pitiful screenplay and lack of any story just left me watching three losers drool over bikini babes. At times I felt like I was watching an episode of Beavis and Butthead. I couldn't even sit through the whole movie. Emran Hashmi disappoints, and Hrshitta Bhatt is not impressive at all. Celina Jaitley was not bad. The only worthwhile part of the film is the spoof on Anu Malik and his obsession of shayaris. It was pretty hilarious. The songs "Sini Ne" and its remix version were really good. You can always count on Emran lip-locking and lip-synching a chartbuster. All in all, it seems Emran doesn't have a good script from the Bhatts to back him up this time.
0	As an impressionable 10 year old, I liked the "love conquers all" philosophy of the 70s sitcom "Bridget Loves Bernie." I did understand the controversy, which was about the romantic complications between a Jewish cab driver (David Birney) and an Irish Catholic school teacher (Meredith Baxter) and both sets of parents (Harold J. Stone and Bibi Osterwald as Bernie's parents; Audra Lindley and David Doyle as Bridget's parents) who have issues with the young couple's interfaith marriage.<br /><br />Looking at the show now with years of personal life experiences, I am amazed that the show was even a success for one, albeit, highly-rated season. Created by veteran TV writer Bernard Slade, who a few years after the show's cancellation would write the successful play "Same Time, Next Year", "Bridget Loves Bernie" was a very light, superficial comedy that collapsed under its own airy weight.<br /><br />There was no denying the real-life chemistry between Birney and Baxter. But, in later years, both actors have shown that they are better actors in other projects (Birney in his short-lived role in "St. Elsewhere" and Baxter in "Family" and "Family Ties"). Here, they were trying to breathe life in a show that needed a much gritter comic edge, which might have given the complications more depth to a very controversial subject.<br /><br />The show aired Saturday nights between two CBS powerhouses: "All in the Family" and "Mary Tyler Moore". Both of those shows were smart, funny and had enough of an edge (more so on the former that the latter) that kept my interest in the situation and the characters. "Bridget Loves Bernie" was not very smart and only had some occasional chuckles.<br /><br />This was another example of a show that really was not as good as I remembered.	As an impressionable 10 year old, I liked the "love conquers all" philosophy of the 70s sitcom "Bridget Loves Bernie." I did understand the controversy, which was about the romantic complications between a Jewish cab driver (David Birney) and an Irish Catholic school teacher (Meredith Baxter) and both sets of parents (Harold J. Stone and Bibi Osterwald as Bernie's parents; Audra Lindley and David Doyle as Bridget's parents) who have issues with the young couple's interfaith marriage.<br /><br />Looking at the show now with years of personal life experiences, I am amazed that the show was even a success for one, albeit, highly-rated season. Created by veteran TV writer Bernard Slade, who a few years after the show's cancellation would write the successful play "Same Time, Next Year", "Bridget Loves Bernie" was a very light, superficial comedy that collapsed under its own airy weight.<br /><br />There was no denying the real-life chemistry between Birney and Baxter. But, in later years, both actors have shown that they are better actors in other projects (Birney in his short-lived role in "St. Elsewhere" and Baxter in "Family" and "Family Ties"). Here, they were trying to breathe life in a show that needed a much gritter comic edge, which might have given the complications more depth to a very controversial subject.<br /><br />The show aired Saturday nights between two CBS powerhouses: "All in the Family" and "Mary Tyler Moore". Both of those shows were smart, funny and had enough of an edge (more so on the former that the latter) that kept my interest in the situation and the characters. "Bridget Loves Bernie" was not very smart and only had some occasional chuckles.<br /><br />This was another example of a show that really was not as good as I remembered.
1	This is a great documentary film. Any fan of car racing should own a copy of this outstanding film. Director "Stephen Low" did a great job,as well as the main stars of the film, Father & Son, Mario & Michael Andretti. The DVD looks & sounds amazing. And best of all it's IMAX! Great home theater test disc.	This is a great documentary film. Any fan of car racing should own a copy of this outstanding film. Director "Stephen Low" did a great job,as well as the main stars of the film, Father & Son, Mario & Michael Andretti. The DVD looks & sounds amazing. And best of all it's IMAX! Great home theater test disc.
0	Suppose you've been on a deserted island the last ten years. Haven't heard of Scream and left when Halloween part 1 entered the cinema. Then this movie would have been a blast and a completely new vision on the horror scene.<br /><br />At the moment, a 2.7 rating is on IMDb and it doesn't deserve a that low appreciation. Slashing all the way, like "I know what you did", and a who-is-it that when getting to the end convinced me of that who-and-why.<br /><br />No big surprise, just a nice flick to watch with a cola, popcorn and no urge to get a difficult plot, deep characters. If the video rental is out of the top titles, you can take it without a risk, but don't expect a masterwork. I've seen a lot worse.	Suppose you've been on a deserted island the last ten years. Haven't heard of Scream and left when Halloween part 1 entered the cinema. Then this movie would have been a blast and a completely new vision on the horror scene.<br /><br />At the moment, a 2.7 rating is on IMDb and it doesn't deserve a that low appreciation. Slashing all the way, like "I know what you did", and a who-is-it that when getting to the end convinced me of that who-and-why.<br /><br />No big surprise, just a nice flick to watch with a cola, popcorn and no urge to get a difficult plot, deep characters. If the video rental is out of the top titles, you can take it without a risk, but don't expect a masterwork. I've seen a lot worse.
0	i've discovered that this film gets rented based off of the packaging. the zombie on the front of the DVD looks cool and scary. then you get to the movie and it's women with raccoon masks on. zero special effects...and even the fight scenes you can see them miss punches by 2 feet. the funny thing is that Lommel acts in the movie briefly himself and is worse than the rest of the crap actors in the movie. the only thing i can think is that Lommel is just trying to make such a bad film that people dub it a "cult classic"...however, i can't possibly imagine anyone thinking this is anything but one of the worst movies ever made. the real horror in this film is how bad it is. i'm embarrassed i rented it and vow never to see another Lommel film again!	i've discovered that this film gets rented based off of the packaging. the zombie on the front of the DVD looks cool and scary. then you get to the movie and it's women with raccoon masks on. zero special effects...and even the fight scenes you can see them miss punches by 2 feet. the funny thing is that Lommel acts in the movie briefly himself and is worse than the rest of the crap actors in the movie. the only thing i can think is that Lommel is just trying to make such a bad film that people dub it a "cult classic"...however, i can't possibly imagine anyone thinking this is anything but one of the worst movies ever made. the real horror in this film is how bad it is. i'm embarrassed i rented it and vow never to see another Lommel film again!
