LABEL	SENT	DOC
0	oh yeah, and as if i couldn't get worse, you cant even see the laser beams from their guns.	I remembered this show from when i was a kid. i couldn't remember too much about it, just a few minor things about the characters. for some reason i remembered it being really intense. also it was on really really early in the morning up in PA. I finally, after looking around the web for a long time, found an episode. the first episode no-less. Criminey! This show was so horrible. it was obviously just made to show kids playing lazer tag and having a great time. the show opens with bhodi li telling his mommy "my names not Christopher, I'm bhodi li-PHOTON WARRIOR!!!!!" we then are forced to watch kids playing lazer tag to the song "foot loose". and not just a quick little bit, but the whole song. ahhhhhhhhh my brain hurts just thinking about it. oh yeah, and as if i couldn't get worse, you cant even see the laser beams from their guns. its like they're just running around to the entire "foot loose" song. later on, after bhodi goes up into space or where-ever, they have a crappy laser gun fight to the Phil Collins song "su-su-sudio." ah, trust me, you don't want to know the rest. what can i say......THE LIGHT SHINES!!!!!!!!!!!
0	Peter is taken to the jungle by helicopter with friend Jack.	A model named Laura is working in South America when she is kidnapped from her hotel room by a gang and taken into the jungle. They demand a huge ransom for her release. Peter is hired to get her home safe and there is a bonus in it for him if he can bring back the money as well as the girl. Peter is taken to the jungle by helicopter with friend Jack. They try to give the kidnappers fake money in return for Laura but the plan goes horribly wrong and they have to bail out in the helicopter. The helicopter is shot and they also have to bail from that (not going well so far). Also roaming the jungles is a devil of sorts. In reality its just a naked black guy with weirdly big eyes and a breathing problem. He starts to kill a few of the kidnappers and Laura escapes only to be captured by some primitives. The rest of the film is a bit of a blur really.<br /><br />Now I'm not a massive Jess Franco fan, in fact to date this is only the second film of his I have seen, but even I can tell that this really isn't one of his best efforts. The films drags along at a pretty slow pace without much at all happening. The whole thing could have been edited down quite easily into a 25 minute TV show. There are plenty of overly long shots of people walking through the jungle that could have just been lifted straight out.<br /><br />Devil Hunter is poorly lit (Infact I don't think it was lit at all), badly dubbed, poorly acted and slow yet for some reason it didn't bore me. I think the main reason for this was some of the hilariously bad scenes in it. For example a scene where Laura is walking in the street was obviously shot in a real street as crowds of people stop to stare straight at the camera as its shooting. Another funny scene has one of the gang who has been killed, hung in a tree dripping blood as one of his friends stands directly under him screaming for what seems like minutes. Then for no reason at all the man in the trees head just falls of and hits the guy under him. It has to be seen to be believed. Then of course there is the actual devil. It is just some naked black guy who despite the fact he has massive eyes, he has very blurry vision.<br /><br />The film was hooked up in part of the video nasty scare in the 80's here in the UK and was banned. Now why it was I have no idea. There is very little gore at all and it's hardly a shocking film. Minus the nudity I would have said that it could get away with a PG almost. The only thing I can think of is that it was never actually watched and was added to the original list because of word of mouth.<br /><br />There is not much reason to watch this film really unless you are a massive Jess Franco fan. There is plenty of nudity to keep you from falling asleep and also some scenes that are so bad you can have a good laugh at them but other wise I would say just pay for a ticket to South America and get lost in a jungle. It would probably be more fun.<br /><br />3/10
0	However,<br /><br />changing a real story about the relationship between two people,<br /><br />one of them very important to this world, in order to build up a<br /><br />movie star is sad	I've read all the comments on this film. I am a great admirer<br /><br />of the Dalai Lama. As such, I read the book upon which this<br /><br />film was based. The movie is an ugly and demeaning fictionalization of the truth. I do not criticize it for<br /><br />altering small details or events for dramatic purposes; it is<br /><br />not a documentary. But the script CHANGES the impact, reaction,<br /><br />realities, and changes in EVERY main character. It vastly alters<br /><br />the real relationship between Harrar and the young Dalai Lama. <br /><br />From the ridiculous rivalry for a Tibetan woman (which demeans<br /><br />the culture of Tibet) to Harra's music box gift, to Harrar's<br /><br />change of heart, everything about this movie is false - except<br /><br />for the amazing photography. I understand that the shots of the<br /><br />Potala (the palace) were smuggled out of Tibet. However,<br /><br />changing a real story about the relationship between two people,<br /><br />one of them very important to this world, in order to build up a<br /><br />movie star is sad
0	Few films suffer as badly from pan and scan as this one, as director Robert Parrish seems to have been so enamored with the widescreen process that he tended to use both sides of the screen at once, neglecting the middle.	This star-studded British/Spanish co-production looks great, what you can see of it. I have three versions, two VHS, one DVD, and all are terribly cropped, so badly that it looks as if buildings are having conversations with each other. Few films suffer as badly from pan and scan as this one, as director Robert Parrish seems to have been so enamored with the widescreen process that he tended to use both sides of the screen at once, neglecting the middle. Another user comments that we see the entire inhabitants of a church massacred at the beginning; not in any of the copies I have. There are some abrupt cuts of peasants firing their rifles, one Mexican officer is shot, Shaw and Landau celebrating, and that's it. We never find out why Shaw has become a priest (if he really is), we never find out what happens to Don Carlos (Savalas) although I suspect he was called home to star in Kojak, as his departure seems arbitrary. And there is a strange flashback sequence where Michael Craig (Mysterious Island) is dancing around in a bowler hat and bad suit in the great old English music hall tradition to the 1960 hit BATTLE OF NEW ORLEANS, not sung by Johnny Horton here but with some lyrics I've never heard before. On the plus side, the location is great, a huge old ruined fortress with Escher-style stairs leading nowhere, some nice scenery-chewing by Robert Shaw, and good performances by Stevens, Landau, Lettieri, and Telly Savalas as Telly Savalas. I didn't really like this film, but I haven't exactly seen it. I will seek the widescreen version and make my decision then.
0	I enjoyed it.	I can see why Laurel and Hardy purists might be offended by this rather gentle 're-enactment', but this film would be an excellent way to introduce children to the pleasures of classic L & H. Bronson Pinchot and Gailard Sartain acquit themselves reasonably as the comedy duo and there's a reasonably good supporting cast. I enjoyed it.
0	And while I recognize that reality is stretched many times in films, without lessening a viewer's enjoyment, what was with the Mexican bandits?	Being a fan of silent films, I looked forward to seeing this picture for the first time. I was pretty disappointed. <br /><br />As has been mentioned, the film seems to be one long, long, commercial for the Maxwell automobile. <br /><br />Perhaps if the chase scene was about half the length that it is, I may have enjoyed the film more. But it got old very fast. And while I recognize that reality is stretched many times in films, without lessening a viewer's enjoyment, what was with the Mexican bandits? I mean, they are chasing a car through the mountains, a car that most of the time is moving at about one mile per hour, yet they can't catch up to it?
1	This film gets 10 for pure entertainment value!	Although i am inclined to agree with the other comments made by people who have seen this movie, i am ashamed to say i rather like it. Not often can such a huge pile of 80s pap be found outside of a Wham! video, so it is most definitely worth a viewing (Â£0.79 a night in my local store!). Watch out for the insanely obvious seams and zip on the monster's costume, the fact that the 'hero' looks a lot like Keith Chegwin and such classic lines as the following: Evil Wizard-Type Bloke: "At last we meet Kor..." Kor: "Thrilling, isn't it?"<br /><br />Amazing!!I also like the fact that although the video box looks quite exciting with images of a castle surrounded by raging seas and a dangerous falcon-like bird carrying a handsome hero to safety (among other such 'interesting and engaging' suggestions of what goes on in the actual film, none of them actually happen. No, I'm not joking...there really isn't a raging sea or a ferocious bird, it's just trying to make you interested...classic in my opinion. This film gets 10 for pure entertainment value!!
0	Cheap emotional tricks for teenage lovers somewhere in Mid America.	OK, the story - a simpleminded loony enters a life of bored to death young chick and her kid brother and wreaks havoc in their lives - is mildly interesting one. Anyway, ideas are nothing (everyone has some...) - the execution is everything.<br /><br />This is what bothered me with this flick. And it did bother me immensely. The rhythm (directing, editing) was slow, the pace was uneven and the climax expected. We have seen those frigging highways five, six, seven times - why? Norton character's troubles were seen as a childish game, not enough deep to understand his problems / soul / blah and to root for or against him. Is he a coward, a manipulator or just a loony? References to the "Taxi Driver" were ridiculous and unnecessary and for certain not in favor for this flick (or to E.N. for that matter).<br /><br />And IMHO, it is cowardly executed at the end. Cheap emotional tricks for teenage lovers somewhere in Mid America. This guy should have killed the kid, blamed the father, create a real havoc. Or the kid should have killed the father at the end etc., but no, we have gotten cheesy ending where kids miss the loony, the father is puzzled over his own life and relationship with them and the loony, of course, dies. The happy dysfunctional family stays unharmed, safe and happily bored again so we could enjoy our pop-corns, undisturbed.<br /><br />And that scene where the loony enters the movie, oh my God, I would have to think long and hard to find something stupider than that! You do not shoot such a scene with a hidden camera and hidden crew. Creators of that movie probably thought that was a good idea but it was more than annoying. Again, if you're a 16 years old girl somewhere in Kansas nowhere or whatever-where and dream about having sex with a crazy man twice your age, OK, then you might enjoy this movie and its "message".
1	The location appeals as suitably boring and totally unlikely for the invasion of earth by Martians.	This movie is funny and suitable for any age. It is definitely family-type entertainment. The cast does a fine job playing folks in the mid-western town of Big Bean, Illinois. Where we must assume nothing ever happens since the excitement (pre-invasion) of the decade is the new (and only) exit ramp from the Interstate. The location appeals as suitably boring and totally unlikely for the invasion of earth by Martians. But these Martians are totally inept, despite being well-equipped with an arsenal of suitably ghastly and deadly weapons... including one set on eradicating the Martians, too! The Martians dead-pan their lines and throw in just the right accents to make us the viewers and the locals wish to help them... leave earth. J. J. Anderson playing the very young Halloween carnivorous duck has just great lines. Watch this movie for laugher and entertainment; thought-provoking it isn't. But subtle and enjoyable it is.
0	This could be overlooked to some extent if the plot was interesting, which the plot to "The Prodigy" was not.	The acting is some of the worst I've ever seen, the characters are totally unconvincing. This could be overlooked to some extent if the plot was interesting, which the plot to "The Prodigy" was not. It's sort of a bad mix between "Fresh" and "Animal House", except that both of those movies were good.
1	It doesn't 'hang well' together as the story line is basically a bunch of hooks to hang jokes.<br /><br />Some of these jokes are a little 'too 80s' and tend to date the picture.<br /><br />But some of these jokes are classic.<br /><br />You know a movie has something special when you and your friends still reference silly quotes from it over 2 decades later.<br /><br />Plus, there are a bunch of familiar faces; Michael Keaton, Danny Devito, Joe Piscapo, Peter Boyle, Marilu Henner, Maureen Stapleton, Bob Eubanks, Griffin Dunne, and one of the last roles of Alan Hale Jr., the Skipper from Gilligan's Island.<br /><br />Also, there are some great absurdist moments, like when Johnny is labelling the puppies with a pricing gun, or the Pope making an appearance in Johnny's neighborhood.	One the whole, this movie isn't perfect. It doesn't 'hang well' together as the story line is basically a bunch of hooks to hang jokes.<br /><br />Some of these jokes are a little 'too 80s' and tend to date the picture.<br /><br />But some of these jokes are classic.<br /><br />You know a movie has something special when you and your friends still reference silly quotes from it over 2 decades later.<br /><br />Plus, there are a bunch of familiar faces; Michael Keaton, Danny Devito, Joe Piscapo, Peter Boyle, Marilu Henner, Maureen Stapleton, Bob Eubanks, Griffin Dunne, and one of the last roles of Alan Hale Jr., the Skipper from Gilligan's Island.<br /><br />Also, there are some great absurdist moments, like when Johnny is labelling the puppies with a pricing gun, or the Pope making an appearance in Johnny's neighborhood. Also, the scene where the fake priest makes up a lot of words in Latin is excellent. ("Summa cum laude, magna cum laude, the radio's too louda... Post meridian, ante meridian, uncle meridian").<br /><br />Other Classic Scenes include Ramone Maroney butchering the English language Danny Devito urging Griffin Dunne to 'Play Ball' Peter Boyle thinking he lost his manhood The fake VD movie<br /><br />This movie is no home run. But like 'Porky's', it has enough classic comedy bits to make it memorable.
0	The "horror" scenes are a joke, not even so much because of the acting but because of the direction, the script, the "special effects" and the camera work.	I went into this with my hopes up, by twenty minutes into the movie I couldn't have been more let down. Despite thinking that this would be another horribly bad remake, I kept my hopes high that maybe...just maybe someone would get it right this time around. Sadly, Prom Night is about on the same quality level as the recent April Fools Day remake, bad script, bad direction, cheesy overdone acting and generally bad horror.<br /><br />From beginning to end it's boring, repetitive and worthy of about a dozen eye rolls. We've seen it all before and we've seen it done a million times better then this. If you go to see Prom Night in the theater (I'd say wait for the DVD or PPV), get ready for the audience to laugh, because laugh they will. The laughs aren't at points in the movie that are supposed to be funny, they are in response to key "thrilling" moments in the film that are so poorly done you feel as if your watching the newest installment of Scary Movie. Seriously, was this supposed to be a remake or a spoof? The film makers missed the mark so badly here, that a large number of the audience in the theater I attended walked out about halfway through the movie. Which in retrospect, I wish I had done. Not me though, I had to torture myself and stick with it hoping it would get better. Needless to say It didn't. The "horror" scenes are a joke, not even so much because of the acting but because of the direction, the script, the "special effects" and the camera work. The movie manages to look as if they spent a fortune to produce it, but still came out of it with a micro budget movie. I halfway expected to see dollar store tags on some of the props and kept thinking I would spot a porn star in the cast somewhere. <br /><br />This movies scary alright, if this is the future of big budget horror then the horror genre is doomed.
0	Amen to that!<br /><br />I would rather watch a 24-hour marathon of Police Academy sequels than see even twenty minutes of Problem Child again.	I can't for the life of me remember why--I must have had a free ticket or something--but I saw this movie in the theater when it was released. I don't remember who I went with, which theater I was in, or even which city. All I remember was how offended I was at this travesty someone dared to call a film, and how half the people in the theater walked out before the movie was over. Unfortunately I stuck it out to end, which I still consider to be one of the worst mistakes of my life thus far. My offense became pure horror when just before the closing credits the smarmy demon child sticks his head out from behind a sign and says "Look for Problem Child 2, coming soon!" That was hands-down THE most terrifying moment ever recorded on film.<br /><br />The plot, if I recall correctly, involved John Ritter and perhaps his wife (Lord, how I've tried without success to block this film out of my mind) adopting a "problem child." Maybe they think they can reform him, or something. I really don't know. If that was their intent, they fail miserably because from first frame to last this child remains the brattiest, rudest, most horrid demon-spawn ever to hit the big screen. Forget Damian, forget Rosemary's Baby. This kid takes the cake. The only difference is, we are supposed to feel sorry for him because he's a "problem child." However, this is impossible since this child is quite likely the most unsympathetic character ever portrayed. You want to kill him through the entire film, and when (SPOILER, like anyone cares) John Ritter decides to keep the vile hell-child you will be yelling "Send him back!" in shocked disgust (like several of the people at the theater where I saw it did).<br /><br />This is only the second movie I have given a "1" to on the IMDb. The other was Superman IV, and by God I couldn't tell you which was worse. John Ritter had a quote in TV Guide about the time that Problem Child 3, which he was not in, came out. He said something like "The only way I would do another [Problem Child] sequel is if they dragged my dead body back to perform." Amen to that!<br /><br />I would rather watch a 24-hour marathon of Police Academy sequels than see even twenty minutes of Problem Child again. 1/10, only because I can't give it a negative score, which is what it really deserves. Someone burn the original negatives of this film, please!
1	Of course, Falk, Robert Culp, and Ray Milland are the highest-quality actors and it's a pleasure to see them work--all men are familiar from many other roles yet lose themselves in their characters here.	This was the second entry in the regular Columbo series, and it holds up well today. As I am able to look at it closely now on DVD and see how it is constructed, I am very impressed with the direction of Bernard L. Kowalski (who directed the fine MACHO CALLAHAN as well as countless TV episodes)--watch how the post-murder actions of the killer are shown on a split-screen effect on his two eyeglasses, watch how the murder itself is shown in montage fashion, watch the point-of-view shot from the perspective of the corpse. Also, the wild but impressive avant-garde musical score from noted jazzman Gil Melle was incredible and helped so much to create atmosphere. And the supporting performance of Brett Halsey as the golf pro was wonderful--such subtlety and complexity in a role that nine out of ten times would be a one-dimensional cutout. The "formula" had not yet been set when this episode was filmed, so there are still some surprises in Columbo's methods. Of course, Falk, Robert Culp, and Ray Milland are the highest-quality actors and it's a pleasure to see them work--all men are familiar from many other roles yet lose themselves in their characters here. In all, this entry in the Columbo series--and MANY of the others--are as well-crafted as a very good feature film.
1	In my opinion, apart from the original Dirty Harry, Sudden Impact and Magnum Force are the only two worthy of being in the series.	With this movie being the only Dirty Harry movie which Clint Eastwood not only stars, but produces and directs as well, you know it's got to be good. Although some say that The Enforcer is the best out of the series, I completely disagree. In my opinion, apart from the original Dirty Harry, Sudden Impact and Magnum Force are the only two worthy of being in the series. Although The Enforcer is an alright film with a couple of good action sequences, it doesn't get the dirty and gritty impact that the other three films do. This film captures all the excitement that makes a Clint Eastwood film good, and it's got the quotes that make a Dirty Harry film good. In Diry Harry it's "..Well do ya, punk?"; in Magnum Force "A man's got to know his limitations" ; and in this it's "Go ahead. Make my day." Also in this film it's nice to see a change of scenery, as you get a bit tired of seeing the same old San Fransisco streets in the other films in the series. With great acting by Clint Eastwood and co-star Sandra Locke, and good directing by Clint, this is in my opinion the best Dirty Harry sequel ever.
0	He is given a large table of implements with which to offer retribution: drills, bats, nails, sledgehammers, torches, whatever you can think of that someone could possibly want to use to physically hurt another human being.<br /><br />We go way too many scenes of torture before we figure out that The Man Archer is torturing is not the man who committed the crime.	The premise of the film is that Thomas Archer's son was murdered and his wife was brutalized -- and he is given a chance at revenge when (after Post Traumatic Stress Disorder therapy), he is put in a room with a man strapped to a chair and told this was the culprit. He is given a large table of implements with which to offer retribution: drills, bats, nails, sledgehammers, torches, whatever you can think of that someone could possibly want to use to physically hurt another human being.<br /><br />We go way too many scenes of torture before we figure out that The Man Archer is torturing is not the man who committed the crime. The two then create an uncomfortable alliance; who put them in this situation and why.<br /><br />Well, when all is said and done, we don't really care...
