LABEL	SENT	DOC
0	If you read the book you will be crushed by the movie.	I have read the whole 'A wrinkle in time' book and then saw the movie. The movie contained all the elements in the book but since the book was 190 pages and the film was 2 hours it felt really crammed in with too many effects and bad acting.<br /><br />A wrinkle in time is about a girl named Meg, Charles Wallace, and Calvin must team together to find Meg's father and get off the island Camazotz. <br /><br />The beginning of the film is really a stinker. The acting is awful, the direction is laughable, and so far the situations aren't necessary. I really was crushed to see the same person Madeleine Engle that wrote the book and created the movie, made a great book, and a terrible film. The acting is worse than any straight-to-video acting. Yes, I got to admit there was cool effects. But seriously they were all done terribly and not serial in any way possible. If you read the book you will be crushed by the movie. I wish could give it a 0 but sadly I can only give it 1. A half could have been useful.
1	When I was very young,on a local tv station,they would show kung fu movies of all kinds on Saturdays.I saw lots of Kung Fu movies on weekends.I remember lots of them.I saw great flicks like Crippled Masters,Blind Fist of Bruce,Kung Fu Zombie,Shaolin Drunken Monk,Rage of the Master,Tattoe Dragon,and...Five Deadly Venoms.I remember the day clearly.Me and my dad had just gotten lunch at Burger King.We were racing home to see what movie it would be this saturday.We ran in the house and jumped onto the couch,turned on the set and flicked it onto 56.The usual intro of many kung fu movie clips in the background with the words Kung Fu Saturday over it.Then under that was the Title of the film.It said Five Deadly Venoms.Then the movie began.I bit into my burger amused with the pre-credit sequence.I loved this movie the minute it came on.My favorite character was the Toad Venom.The plot was hard to follow at that age but that wasn't what lured me...it was the fighting.The fights were so...amazing.I moaned every time a commercial came on and soon the 2 hours of the best movie i have ever seen ended.	When I was very young,on a local tv station,they would show kung fu movies of all kinds on Saturdays.I saw lots of Kung Fu movies on weekends.I remember lots of them.I saw great flicks like Crippled Masters,Blind Fist of Bruce,Kung Fu Zombie,Shaolin Drunken Monk,Rage of the Master,Tattoe Dragon,and...Five Deadly Venoms.I remember the day clearly.Me and my dad had just gotten lunch at Burger King.We were racing home to see what movie it would be this saturday.We ran in the house and jumped onto the couch,turned on the set and flicked it onto 56.The usual intro of many kung fu movie clips in the background with the words Kung Fu Saturday over it.Then under that was the Title of the film.It said Five Deadly Venoms.Then the movie began.I bit into my burger amused with the pre-credit sequence.I loved this movie the minute it came on.My favorite character was the Toad Venom.The plot was hard to follow at that age but that wasn't what lured me...it was the fighting.The fights were so...amazing.I moaned every time a commercial came on and soon the 2 hours of the best movie i have ever seen ended.
0	I had a really hard time accepting this.Not that I don't think Tom can't act he can I've been following his career since Mazes and Monsters but for some reason this fell flat for me.	Watching Tom Hanks as a hit man for the Irish mob is a little like seeing Jimmy Stewart as a serial rapist it just doesn't work. I had a really hard time accepting this.Not that I don't think Tom can't act he can I've been following his career since Mazes and Monsters but for some reason this fell flat for me. Maybe because I'm such a fan of the graphic novel and at the risk of sounding like a fanboy(the only form of life lower than a fanboy is a cockroach)The movie as a whole fails for me.The additions Jude Law, and the subtractions everything else left me feeling cold and more than a little disappointed. I was expecting a great crime movie more in the vein of Bonnie and Clyde Mendes took all the heart out of the story and left us with nothing but the bare bones. There are things to like in this flick however the cinematography is breathtaking filling the screen with beautiful images Paul Newman is as usual excellent and I really did enjoy the score, But Tom as "the angel of death" Sullivan was completely flat.
1	This Movie has stuck with me ever since and remain one of my favorites!	I saw this movie by luck, just because I was going through a phase where I had a new found admiration for Bill Pullman and wanted to see all of his recent movies and thank God I did! This Movie has stuck with me ever since and remain one of my favorites! The story revolves around two girls who embark on a dramatic journey in a foreign country where they'll learn the true meaning of freedom.<br /><br />Alice and Darlene were just trying to spend a vacation together before going to college but their trip ended up a much more complicated story. The struggle they go through as they are arrested in Thailand and became prisoners is very moving and intense. The acting is amazing, the images extraordinary, the soundtrack is fantastic and so right for the movie and the message transmitted definitely powerful. I actually can't even find the right words to describe how this movie makes me feel every time I watch it. I know some people haven't appreciated as much as me by the rating the movie has but I swear, this one, you have to see!!! I promise it will stick with you!
1	I hadn't even seen The Empire Strikes Back yet.<br /><br />And boy, did that day deliver for my less critical eyes.	I couldn't have been more thrilled; Just eight years old back in 1983, I was going to see a Star Wars movie at the theater! The best day of my life was about to happen. To that time, my only Star Wars experience had been a few HBO showings of Star Wars. I hadn't even seen The Empire Strikes Back yet.<br /><br />And boy, did that day deliver for my less critical eyes. Jabba. Big Rebel spaceships. The Emporer. A green-bladed lightsaber!! Wow! Since that magical day, I must have watched this movie hundreds of times. I can't even form an accurate estimate at this point. With those multiple viewings, I have of course observed that this movie - the REAL Episode III - does have its flaws.<br /><br />Of course in the context of a Star Wars movie, those "flaws" are more like "quirks".<br /><br />Millions had had their magical day in 1977 and 1980. In May of 1983, I had mine. And this was my Star Wars movie.
0	People looking for a similarly themed, but far superior cinematic endeavor would be well advised to just search out the episode of "Friday the 13th: the Series" where a geeky girl finds an old cursed compact mirror.	A typical Goth chick (Rainbow Harvest looking like a cross between Winona Ryder in Beetlejuice and Boy George) gets even with people she feels have wronged her with the help of an old haunted mirror that she finds in the new house she and her mom (horror mainstay, Karen Black, the only remotely good thing about this travesty) buy. The acting's pretty laughably bad (especially when Rainbow interacts with the aforementioned mirror) and there are no scares or suspense to be had. This film inexplicably spawned thus for 3 sequels each slightly more atrocious than the last. People looking for a similarly themed, but far superior cinematic endeavor would be well advised to just search out the episode of "Friday the 13th: the Series" where a geeky girl finds an old cursed compact mirror. That packs more chills in it's scant 40 minutes than this whole franchise has provided across it's 4 films.<br /><br />My Grade: D <br /><br />Eye Candy: Charlie Spradling provides the obligatory T&A
1	Wei Wei is almost 90 years old in silver hair, her cameo appearance in Hong Kong films is always a surprise to her fans.	Tian's remake is no good at all. I only click on his remake documentary to see Wei Wei, the original actress back in the classic 1948 film say a few words to the crew. We are going to meet Wei Wei this Sunday (28/3/2010) after the showing of Xiao Cheng Zhi Chun in the Hong Kong Film Archiev. Wei Wei is almost 90 years old in silver hair, her cameo appearance in Hong Kong films is always a surprise to her fans. In this year's Hong Kong Film Festival, a special program is dedicated to Fei Mu, director of this epic movie and Wei Wei's still shot from the movie is being seen all around in Hong Kong. My son, who turns 21 this year, is surprised Wei Wei was so beautiful then.
1	A mix of different styles, which makes for its own.<br /><br />This program isn't something you want to start a compare war with, seeing as how it has absolutely nothing to do with them (other shows).	The Sarah Silverman program is ... better than those other shows. No laugh tracks, no painful jokes, just a program. The Sarah Silverman program. If you're like me, and you love comedy, this is probably a show for you.<br /><br />Sarah Silverman brings out-there-funny, and right-here-funny to the table with ease. A mix of different styles, which makes for its own.<br /><br />This program isn't something you want to start a compare war with, seeing as how it has absolutely nothing to do with them (other shows). This show is its own entity, and i think most comedy heads will like it just fine.<br /><br />Go watch and see.
0	9.)	Yes, definitely better than my viewing of Death Tunnel. Actually some of the deaths were pretty original and the gore was decent. It was kind of like Wrong Turn meets the Hills Have Eyes.<br /><br />BUT: 1.) When the "kids" (high school or college?) are discussing horror movies in the kitchen, everything Shae says is almost an exact quote from Scream (1996). The thing about the big-breasted girls etc.<br /><br />2.) Was Steve NOT a bootleg Randy from Scream? 3.) Besides the fact that it took place in October, what the hell did the movie have to do with Samhain? Pretty unnecessary if you ask me. I find it humorous when I see those horror movies from the 80's that explain away loose ends by pointing the fingers at the druids or a pentagram.<br /><br />4.) Wow they made a Sam Raimi reference!!! 5.) Why was Gary and his sister in the movie? They're characters had nothing to do with anything. And hes so psychic that he couldn't even see his OWN death? 6.) When Gary was being killed in the bathroom (at that point, the deaths became simply Troma-licious) how could she hear the screams when she was downstairs but not hear them when she was standing outside the door? 7.) Gary's sister commented on Haggis- thats primarily a Scottish dish, not Irish.<br /><br />8.) So the lesson is if you ARE like Shae and don't have any fun or crack a smile through the whole film, you'll be the one to live? 9.) The mutants were pretty cool, but they looked like walking dishes of Chili con carne.<br /><br />10.) When they brought in Gary's sister, did they forget that Steve HAD been strapped there and wonder where he went? 11.) Was there not more than one killer? Shae beat that one, but never encountered any more of them.<br /><br />12.) What was with the flashbacks to those other people? Half of them Shae didn't know if they were dead or alive, so what was with that? 13.) Why didn't they kill Gary and his sister before? 14.) Why did no one ever call the police? And apparently everybody KNEW those people lived in the woods, why did they never organize some kind of raid? 15.)As far as I know, they were not zombies OR vampires- so how could she "turn into" one at the end? I'm with everyone else on the giant "huh?" at the end.<br /><br />Way better than death tunnel, but still quite sloppy. I still don't understand why they even placed it IN Ireland, considering Samhain had close to nothing to do with the plot.
1	The funny thing is that it's not even romance.	Contains *spoilers* - also, my quotes may not be exact.<br /><br />Everyone always notes the satire in social commentary and economic parallels - how true. But to me, I see this movie as much more than that. I love the symbolism of this guy in a glowing white suit. There is so much confusion and filth in the world around him, but it won't stick. Alec Guiness was the perfect guy to play this - his boyish grins and eternal curiousity are so appropriate:<br /><br />"That's ingenious - can you tell me, what is the ratio of ink to petrol?"<br /><br />The only moment of defeat is when he realizes that his invention hasn't worked after all - standing there almost naked. Yet, more than shame is the simple disappointment that "it didn't work." He's never really intimidated by people. Remember,<br /><br />"But Sidney, we want to stop it too."<br /><br />Barely a moments hesitation before he's off trying to get away again. Does he show any sign of the pain such a betrayal must've caused? No.<br /><br />Also notable is Dapne's role. She is sick and tired of money and power. She thinks she's finally found love, outside of her father's company. At first she doesn't really care about Sidney anymore than anyone else. But that moment when he falls off her car and she goes back to see if maybe she killed him - and yet he is still thinking only of the beauty of his invention. She's finally found something she thinks is worth living for. The funny thing is that it's not even romance. It is friendship, but of such an ephemeral nature that the title almost doesn't fit. It's more admiration, and perhaps even inspiration.<br /><br />Upon her discovery that Michael has no real love for her, and that her father is completely incompetent to take care of her, she gives into cynicism and tries to temp Sidney. Fortunately she finds that there really are people in this world living for more than power, money and lust. What a refreshment:<br /><br />"Thank you Sidney. If you would've said 'yes' I think I'd have strangled you."<br /><br />I love the very end, when all of this crazy business seems to have come to nothing. But then, the bubbly, quirky beat starts up and Sidney goes off, his stride matching the tune: dauntless. Where is Daphne? We don't really know - but they weren't really in love and she wasn't really a scientist. He got help escaping and she got "a shot in the arm of hope." (Pollyanna) A cont'd relationship would've been nice, but as Billy Joel says "it's more than I'd hoped for..."<br /><br />
1	If I were the producers I would submit this episode for Emmy consideration.	I've watched a bunch of episodes of Cold Case since its premiered (especially now that it immediately follows The Amazing Race, but this was one of the best instances of writing and acting I've seen from the house of Bruckheimer. The casting, especially of the younger officers, was spot on, and the script and editing, the soundtrack, and the acting made this episode a tour d'force. If I were the producers I would submit this episode for Emmy consideration. It amazing how complete a portrait was made of Coop and Jimmy within the confines of s 48 minute episode; that takes a lot of talented people doing their best. I hope there's is advance warning of when this episode is repeated, because I'm sure I'll notice a lot that I did not notice the first time around.
0	But I got the general idea.	I registered for IMDb just to comment on this movie. <br /><br />I just got done sitting through this movie, and the only thing that impressed me, was that I somehow had the will power to not stop it.<br /><br />I've seen a pretty decent number of action movies and what not, but Princess Blade has some of the worst fights I've ever seen in a movie. Most of the sword fighting involves mindlessly swinging the swords back and fourth and hoping the opponent isn't doing the same. I've seen a good many student films with better action and stronger plots.<br /><br />So now we have a "futuristic" action movie with poor action, and virtually no sign of the future. <br /><br />Most of the movie doesn't even have any action and shows the developing relationship with the Princess and the farmboy/terrorist and his disturbed sister. The movie has multiple plot lines, and none of them really pan out to be worth anything. <br /><br />Part of the problem may have been that I watched the dub, which was quite bad. The entire cast mumbled all their lines so it was hard to follow what was going on. But I got the general idea. (Knowing exactly what was said would not have saved the movie in my eyes)<br /><br />If you've heard about this being a futuristic action/ninja flick, then you've heard wrong. Thats what I thought it was when I heard about it, and now I've lost 90 minutes of my life. Don't let this happen to you. Steer well clear of it.
1	I searched for a VHS or DVD copy of it many times, and alas - could find none.	"Ko to tamo peva" is one of the best films I ever saw. A tragicomedy with very deep implications on the fate of humankind shown through the eyes of seemingly very plain and common people from a God-forsaken Serbian province just before the start of the World War II. I saw it in a small movie theater in Russia where the film had had a very limited distribution, and I had no chance to come across it ever since. It is such a pity that this excellent film is almost forgotten now. I searched for a VHS or DVD copy of it many times, and alas - could find none. I would be most grateful to other fans of this little gem of movie-making for a suggestion of the ways to purchase a copy.
1	Whoa, how did that get in there !	I really enjoyed this movie. Typically Ron Howard who seems to like being associated with Michael Keaton. Love the scene when Hunt travels to Japan with his sales pitch. Whoa, how did that get in there ! Cheap laughs but great value
1	Here the film turns almost comic as Junior (portrayed hysterically by Stephen Furst) is a deformed, mentally deficient, manchild whose actions and motions will cause a few chuckles even though it's supposed to be scary.	This is a long lost horror gem starring Sydney Lassick ("Carrie" and others) and Barbara Bach. It is sometimes difficult to locate a copy of this film but it's worth it. This film is creepy yet cheesy at the same time. It seems that 3 young newswomen (Karen, Vicky, and Jennifer) travel to the small city of Solvang, California to cover a festival when a mix-up occurs involving their hotel room and they seek refuge at the home of Earnest Keller (Lassick) and his strange wife Virginia. Vickie stays behind, feeling ill, as the other 2 are off to film their story. She is soon murdered at the house, in a VERY cheesy way by some unknown force hiding in the ventilation system (she is decapitated by the closing cover of the vent as it comes crashing down on her while she is being tugged through and into the basement). Soon Karen returns and she is murdered in an even more brutal fashion by having her face rammed through the vent cover. Jennifer is fighting with her (ex?)lover in a rather boring sub plot and when she returns home, her hosts (whom by now we have discovered are brother and sister and that whatever it is that is in the basement is their son) devise a plot to try to murder her as well. Virgina does not totally agree with Earnest's plan to murder Jennifer but she is tricked into going into the basement where she meets Junior. Here the film turns almost comic as Junior (portrayed hysterically by Stephen Furst) is a deformed, mentally deficient, manchild whose actions and motions will cause a few chuckles even though it's supposed to be scary. This is where the pace of the film picks up and the ending is well done. The actors/actresses do a terrific job with the material especially Lassick, Furst, and Bach and although it's not the most horrifying film ever made it is highly entertaining!
1	It's pure delight and fun!	This gem for gore lovers is extremely underrated. It's pure delight and fun! Gratuitous servings of blood, insanity and black humor, which can please even the most demanding lover of the genre. A full exploitation of the almost universal fear of dentists and flawlessly shot. Only for the connoisseurs.
1	While this is not one of my absolute favorite episodes of "Hammer House of Horror" (the best one clearly is the brilliant seventh episode, "The Silent Scream"), it is a very creepy and atmospheric one.	I love occult Horror, and the great British Hammer Studios, who delivered one of their greatest films with "The Devil Rides Out" (1968), have proved to be more than capable in this field of Horror. This occult tenth episode of Hammer's short running TV-series "Hammer House of Horror" (1980), "Guardian of the Abyss", is indeed a creepy entry to the series. Director Don Sharp, who had previously enriched the Hammer oeuvre with "The Kiss of the Vampire" (1963) and "Rasputin: The Mad Monk" (1966) and furthermore directed two "Fu Machu" movies starring Christopher Lee, is doubtlessly one of the better-known names among the HHH directors, and he also delivers here. Antiques dealer Michael (Ray Lonnen) stumbles over a mysterious old scrying glass. The scrying glass happens to be the object of desire of a devil-worshiping cult, who want to use it for their satanic rites. When he shelters a beautiful young girl named Allison (Rosalyn Landor), who is to be sacrificed by the cult, Michael gets into deeper trouble with the cult and their sinister leader (John Carson)... While this is not one of my absolute favorite episodes of "Hammer House of Horror" (the best one clearly is the brilliant seventh episode, "The Silent Scream"), it is a very creepy and atmospheric one. The plot has several interesting twists, and stays suspenseful and uncanny throughout the film. Ray Lonnen makes a good lead, young Rosalyin Landor is convincing as the innocent beauty, and John Carson is truly creepy as the leader of the Satanists. Overall, "Guardian of the Abyss" is another interesting and creepy HHH tale, and my fellow Hammer fans should not miss it.
0	Peter Lorre was clearly weary of trying to pump some sort of human interest and entertainment value into the wispy character of Moto, and the dreadful idea of pairing him with a "funny" British sidekick utterly defeats all his efforts here.	After eight Moto films the series had run its course, as this last entry demonstrates. Peter Lorre was clearly weary of trying to pump some sort of human interest and entertainment value into the wispy character of Moto, and the dreadful idea of pairing him with a "funny" British sidekick utterly defeats all his efforts here.
