LABEL	SENT	DOC
0	* Wholesale prices.	* Custom wood dash overlays in exotic wood patterns<br>* Carbon Fiber kits also available<br>* For most makes and modle cars in stock<br>* Easy to install, no special tools needed, quick do it yourself install.<br>* Wholesale prices.<br>********* CALL TOLL FREE 1-888-484-9483 ***********<br>               mon thru sat 9:am to 5:pm e.s.t<br>
1	Only after<br>successfully completing those do you fly with the captians on trips hauling<br>university officials.	If you'll settle for someone who _went_ to an aviation university . . .<br><br>I graduated from Purdue University in 1990 from the School of Aviation<br>Technology.  I went through the maintenance/flight option and graduated with my<br>A&P, CFI, ASMEL, 50 hours of King Air, 85 hours of Mitsubishi Diamond jet, and a<br>B.S. degree.  Purdue offers options in all of the areas you mention.  While it's<br>certainly not a perfect program, I think it is better than average.  To address<br>your individual questions:<br><br>> 1. Are you able to fly enough (VFR) due to weather, and are you able to fly<br>> in IFR conditions also at that college?<br><br>Wasn't too much of a problem.  There are certainly times when VFR courses get a<br>little tight due to WX, but I'd take that trade off for never getting any actual<br>IFR time.<br><br>> 2. Are you able to fly enough due to Aircraft Availability/Maintenance<br><br>Was never an issue.  Equipment is always in excellent condition, top notch staff<br>of mechanics.  The program is extremely selective - only about 60 or so per year<br>in flight, and a few flight/________ to guarantee availability.  They  are not<br>interested in seeing how many people they can crank through, but insuring those<br>in the program have quality instruction.<br><br>> 3. Are you able to get more than enough experience to qualify you to become a<br>> commercial pilot<br><br>That is solely a function of the market at the time you graduate.  When I<br>graduated, things were very  tight and many peole couldn't find work.  Now you<br>could probably have a job waiting when you graduate, but that too will probably<br>change by the time you get out (probably more than once).  They key is to get as<br>much experience as you can whilst in school.  Instruct part-time, fly jumpers,<br>photography, traffic patrol, whatever, so that you have the market requirements<br>or as close to them as possible when you get out.<br><br>> 4.  How is the scheduling system for flying at that college?<br><br>Your flying is a regularly scheduled class slot - you don't have to fight for an<br>airplane most of the time.  There is some extra flying required on weekends -<br>cross country and such, but again with the limited enrollment, it's not too much<br>of an issue.  Most instructors will try and do a few extra sessions to get ahead<br>and preclude trouble finishing up due to WX or checkrides.<br><br>> 5. Instructor Quality and availability<br><br>Instructors are scheduled with you every flight period.  I felt that quality was<br>pretty good.  They have both full time staff, and part-time instructors (who are<br>upperclassmen with their CFI's).  You could always get a bad apple, but all of<br>mine were quite good.  I still use little thoughts my instrument instructor<br>shared with me ten years and over 3000 hours ago.<br><br>> 6. Multi-engine time given<br><br>10 hours to get your MEL.  Additionally, most students get time in the schools<br>King Air C-90 & B-200.  The amount of time varies, I used to be a record holder<br>at around 55 hours.  I think 10-15 is more typical.  It's not just jump in the<br>right seat and run the radios, though.  You first have a two courses on the<br>flight departments proceedures and King Air systems and operations.  Only after<br>successfully completing those do you fly with the captians on trips hauling<br>university officials.  This really is excellent experience.  You may fly into<br>Chicago O'Hare, Washington National, Teterboro, or other major airports.<br>Operations are conducted like a professional flight department, because that's<br>what it is, not just flight instruction.  You certainly will recieve instruction<br>while doing this, but you are also treated as a fellow professional.<br>Additionally, you will fly the aircraft - not just run radios.<br><br>> 7. Class B/C airspace experience<br><br>See above, additionally you will get experience in C airspace while working on<br>all of your ratings.<br><br>> 8. Speed at which the programs are completed<br><br>Private throught Commercial/Instrument Freshman and Sophmore years (and<br>Associates degree).  B-727 Flight Engineer rating (not just the written) along<br>with transport catagory systems, proceedures, operations, and B-727 simulator<br>training (and I hear they are adding a Dornier simulator) during Junior and<br>Senior years.  Some work is required during the one or two summers.<br>Additionally, there is a program I participated in where 6 students a year are<br>sent to FlightSafety and trained and typed in the Beechjet 400A (Diamond when I<br>was there).  The students then fly as FO's for the next year.<br><br>> And are you a freshman, sophomore, junior or senior.<br><br>As I said, I graduated in 1990.  I spent the next several years doing a<br>combination of flight instruction, corporate fill-in, and working at the local<br>Target store (remember what I said about the market when you graduate).  In 1994<br>I got a job as a FO at a startup charter & management company.  I was the second<br>employee flying a Sabreliner 40.  Over the next four years we added a Westwind<br>(which was later sold), a King Air 200, and a Gulfstream II.  I flew as a<br>captain on both the Sabre & WWII.  Last July, I left to take a position as a FO<br>with American Trans Air (ATA).  I'm now flying as FO on an L-1011.<br><br>I can honestly say that I didn't appreciate much of what I got out of Purdue<br>until the past couple of years.  When things are slow in aviation, it doesn't<br>much matter what school you've been to or what you've done.  What a good school<br>will do is give you the knowledge to succeed once you do get hired.<br>Additionally, a well respected school will get the attention of the person<br>reading the resume when things improve.<br><br>One or two additional thoughts -<br>You didn't mention what your specific area of interest in aviation is- airline,<br>corporate, ect.  What options you choose could be guided by your area of<br>interest.  EG- I planned on flying corporate.  My A&P was extremely helpful in<br>getting my last job.  If you are interested in management, structure your<br>education towards that.<br><br>Also, I strongly advocate attending a school which is known outside of<br>aviation.  If you can't find work in aviation due to the economy, losing a<br>medical, priorities in life chage (it happens) - you will probably find that a<br>degree from a well accredited school will open more doors than one from an<br>aviation only school.  Perhaps even better would be to get a degree in another<br>area entirely (aside from flying that is) and get the flight training on the<br>side or as a minor.  It really depends on what other areas interest you, but I<br>can't overemphasize having another skill to back up flying.  I know of several<br>people who have four year degrees in aviation who are working in fields other<br>than aviation.<br><br>Sorry this has run so long, but I hope it helps.  My closing disclaimer on all<br>of the above is that I've been very lucky to be where I am now.  I've been at<br>the right place at the right time which is invaluable, but I'd also like to<br>belive that I've had the necessary skills and knowledge when opportunities<br>presented themselves.  Much of that knowledge I acquired while at Purdue.<br>Dealer prep charges, tax and title not included, your milage may vary, not<br>applicable where prohibited by law, always see a trained professional before<br>starting any weight loss program, look both ways before crossing.<br><br>Feel free to E-mail me if I can mislead you further . . .   ;-)<br><br>
1	Kelly<br><br>Rob Caswell wrote in message <36e96be3.0@news.cadvision.com>...<br>>I had 9.3 when I soloed...<br>><br>>    But it all depends on the program you're in.	Another consideration is exactly WHAT your CFI wants you to complete before<br>soloing.  Mine (for example) is very structured, in that he has a checklist<br>of things to complete prior to solo.  Some are more for exposure (turns<br>around point, rectangular, S turns, Dutch rolls) than for mastery, but he<br>still wants them done.  He also wanted spin training, as well as having<br>taken the written - I talked him out of that one.<br><br>I'll probably solo next week, with around 16 hours.<br><br>Kelly<br><br>Rob Caswell wrote in message <36e96be3.0@news.cadvision.com>...<br>>I had 9.3 when I soloed...<br>><br>>    But it all depends on the program you're in. We had one guy this summer<br>>who had 24hrs before he soloed... he couldn't handle runway changes...<br>><br>>    I would say anywhere between 7 and 20hrs? Just my guess.<br>><br>>Caz<br>>rob604@cadvision.ca<br>>Canuckland Private Pilot  PA425284<br>><br>>Randy wrote in message <7c9leg$2cj$1@news.cerf.net>...<br>>>What is the average amount of time to the first solo?<br>>><br>>><br>><br>><br><br><br><br>
1	You're supposed to add them together.	In article <01be3662$4183bc80$LocalHost@default>,<br>  "Mike" <mfreeman@lineone.net> wrote:<br>> Is there any way of finding out how much memory i have on my 3dfx card?<br>> I have just bought an Obsidian Fantasy FX power 3d card which says on the<br>> box that it is 4mb, but i ran 3d mark 99 and that said i have 2048kb total<br>> video memory and 2048kb texture memory.<br>> should these say 4000kb or am i supposed to add them together?<br><br>You're supposed to add them together. Your card is a 4meg Voodoo1 card.<br><br>--<br>Kasey Chang / Trekker / Sci-Fi Fan / Paradox Expert / Other<br><br>-----------== Posted via Deja News, The Discussion Network ==----------<br>http://www.dejanews.com/       Search, Read, Discuss, or Start Your Own    <br>
1	:-)  You must be getting<br>> smarter in your old age.	JStricker wrote:<br>> <br>> HF,<br>> <br>> It's about time you and I agree on something.  :-)  You must be getting<br>> smarter in your old age.<br>> <br>> John Stricker<br><br><br>Nah, John.  But you seem to be learning! <g><br><br>HF<br>
1	Is this correct?	I purchased FS98 when it first came out, but have never installed it. The P266<br>I have was having major fatal blue screen problems at the time that have since<br>been fixed with new mother-board and new RAM.  I recall that there were some<br>bugs in the original FS98 that required downloading some patches from<br>Microsoft. Is this correct?  I'm eager to load FS98 and some of the many<br>programs that require FS98 such as "Dangerous Airports".  <br>
0	<br>&nbsp;&nbsp;&nbsp; Anybody with an opinion?	<!doctype html public "-//w3c//dtd html 4.0 transitional//en"><br><html><br>I don't find it "swimmy" at all,with the correct setup (and warm tyres)<br>the cars doesn't "swim" about in a striaght line at all,not sure why yours<br>seem to,could be,setup,driving style,cold tyres,type of controller,remember<br>they had over 400bhp no downforce ,little grip and only weighed 1000lbs,&nbsp;<br>and as for the grass ,it is very slippery compared to the asphalt,well<br>it seems to be so for me, get on the grass with power on and you will lose<br>the back end very easy,if you get sidways onto the grass you will slide<br>a very long way.<br><br>GPL is the best sim I had out of these sims Gp1, Gp2, F1rs and Monaco<br>sim.<br><p>Trygve Jensen wrote:<br><blockquote TYPE=CITE>&nbsp;&nbsp;&nbsp; Hi.Is there anyone out there who-like<br>me-finds the driving model of<br><br>GPL much too 'swimmy'?By swimmy I mean it floats around all over the<br><br>track,and is damn little precise.I can't imagine being able to race<br><br>closely on this sim.Bought the sim,loathed it,sold it.Tried some more<br>at<br><br>a friend just to make certain that I gave it a fair shot,but no:Couldn't<br><br>get myself immersed.<br><br>&nbsp;&nbsp;&nbsp; Was the cars like that,or is the driving model not<br>up to scratch.I<br><br>was not expecting razor sharp handling,but for me this is<br><br>uncontrollable,or to be more precicely:I'm more worried about the car<br><br>going straight,and not spinning round than actually watching ahead,and<br><br>getting on with the job of racing.I like the cornering of GPL,but<br><br>straight forward I have my hands full just keeping the car on the track.<br><p>&nbsp;&nbsp;&nbsp; One last thing:I find that the traction between track<br>and grass to<br><br>be too little.One should slide more dramatically when hitting grass<br>as<br><br>compared to asphalt.Just my opinion.<br><br>&nbsp;&nbsp;&nbsp; Anybody with an opinion?<br><p>--<br><br>Homepage: <a href="http://home.c2i.net/trjensen/">http://home.c2i.net/trjensen/</a><br><br>E-Mail: trjensen@c2i.net (Alt:leopold@online.no)</blockquote><br></html><br><br>
0	It is not used<br>to modulating pressure with little travel, though, as needed for a<br>real brake pedal.	"Jack" <mail2me@bellsouth.net> wrote:<br><br>>Do you left foot brake in your real car? Just curious...I just don't seem to<br>>have the feel/sensitivity/modulation in my left foot for "at the limit"<br>>braking!<br><br>I brake with my left foot in sims, but not in my real car. Same<br>problem as yours: lack of the right kind of<br>feel/sensitivity/modulation. <br><br>I think the difference has a lot to do with the wheel and pedals we're<br>using in sims. I'm not familiar with the more modern / expensive<br>units, but the pedals on my T2 are identical for gas and brake. They<br>both have the same travel and resistance - which gas and brake on my<br>real car definitely don't have. :) <br><br>The T2 brake pedal feels and operates more like a real life clutch<br>pedal, which is why (I guess) my left foot has no problems operating<br>it - it's used to gently depressing a pedal like this. It is not used<br>to modulating pressure with little travel, though, as needed for a<br>real brake pedal. <br><br>Likewise, I don't drive my real car with the left hand in 12 o'clock<br>position and the right hand hovering over the shifter, as I do in GPL.<br>The real car has extensive "force feedback effects" which make<br>steering with both hands necessary. Sims, esp. GPL, require delicate,<br>fast steering and fast shifting, but my wheel doesn't have a lot of<br>travel or force feedback. <br><br>-- <br>Wolfgang Preiss   \ E-mail copies of replies to this posting are welcome.<br>wopr@gmx.net       \ Spam (UCE) is not welcome will lead to the cancellation<br>wopr@stud.uni-sb.de \ of your account. I mean it. Spammer, you have been warned.<br>
0	But try the Logitech on Viper Racing, and<br>>you will be hooked!	colas@aye.inria.fr (Colas Nahaboo) wrote:<br><br>>(there you may want an act lab). But try the Logitech on Viper Racing, and<br>>you will be hooked!<br><br>Agreed. And while it's non-FF software, I also find it works very well<br>with GPL. I believe this is because I am using the Logitech's USB<br>connection, and thus getting very clean/stable wheel position reading.<br><br>Joe<br>
0	How about with a Voodoo 2?	Doug Gordon wrote in message<br><72vgvf$9q9g$1@newssvr04-int.news.prodigy.com>...<br>>I got a new game that requires DirectX 6 to be installed, but I sure don't<br>>want to mess up my smooth-running GPL (Voodoo-1 card). Are there any<br>>particular problems with DirectX 6 and GPL? How about with a Voodoo 2? I<br>>guess I wouldn't expect video problems anyway since GPL uses Glide for this<br>>part of the game.<br>><br><br>I am using Win98/DirectX6.0/Voodoo2, and I have no problems that I can blame<br>on DirectX6.0<br><br>-Jan Otto<br><br><br>
1	><br>> I won't tell if you don't!	In article <74dt5l$f8g@beast.connix.com>,<br>  dcollin@connix.com (Dennis Collin) wrote:<br><br>Well, it's the perfect excuse to go do some more night flying. Oh damn I'll<br>have to go rent a plane and go fly around at night again oh damn...<br><br>Lucien S.<br>PP-ASEL.<br><br>> lucien1@my-dejanews.com wrote:<br>><br>> >The last three or so landings I did were in the pitch black, all were<br>> >touch-n-go's except two, including the last one. So, what's the answer?<br>><br>> I won't tell if you don't!<br>><br>> Dennis<br>> PP-ASEL (4B8)<br>><br>> "I still know just enough to know that I don't know enough"<br>><br>><br><br>-----------== Posted via Deja News, The Discussion Network ==----------<br>http://www.dejanews.com/       Search, Read, Discuss, or Start Your Own    <br>
1	After fighting with it<br>for a <br>>while I managed to get it to run (but only in VESA, darn it).	I have a lots of tips at my ATP corner site:<br>http://www.erols.com/fsnews/news/atp.html<br>The tips page is at:<br>http://www.erols.com/fsnews/news/atptip.html<br><br>In <72cvq5$h1r@news.service.uci.edu> tmheaney@uci.edu (Thomas Heaney)<br>writes: <br>><br>>Hi All,<br>><br>>I recently aquired a copy of 3DAGS (ver 1.10) and installed it on my<br>copy of <br>>ATP (CDROM, revision E, USA with ATC voices).  After fighting with it<br>for a <br>>while I managed to get it to run (but only in VESA, darn it). <br>However, the <br>>ATC voices no longer work.  If I set SOUND to NONE, I get, of course,<br>no <br>>sound, but the program runs, freezing up _only_ occasionally.  If I<br>set sound <br>>to AUTO or BLASTER, the ATC voices start up (in the demo), but freeze<br>up with <br>>odd results.  Sometimes the ATIS voice on the demo will get almost<br>through <br>>before going silent and freezing -- have to reset to reboot.  Other<br>times, it <br>>cuts out on the first word, or speaks a couple of words and the other<br>voice <br>>comes on speaking semi-random words <br>>("3,3,3,tango,3,tango,tango,3,3,tango,tango,tango,tango . . .)<br>><br>>I'm doing a DOS boot in Win95 with 601K available and 47 megs of EMS<br>free.  <br>>There's plenty of space on the harddrive, and the ATC works fine<br>without 3DAGS <br>>installed.<br>><br>>Does anyone have a clue on this?<br>><br>>Thanks,<br>>--Thomas Heaney<br>><tmheaney@uci.edu><br>>SOCAL APPROACH: http://www.ags.uci.edu/~tmheaney/SNA/main.htm<br>><br>><br><br>-- <br>---------------------------------------------<br>Microsoft MVP (DTS) Windows 95/MSDOS        -<br>http://pw2.netcom.com/~stotzerm/help.html   -<br>---------------------------------------------<br>
0	--<br>78 Mercury Zephyr<br>http://members.xoom.com/frankwhite/page8.htm<br><br>Joe Alterio wrote in message ...<br>>Seems that Ford doesn't want sports cars in it's lineup for some<br>>reason...they dumped the T-Bird and the Probe.	the probe isn't a performance car! it's a mazda piece of garbage.  the bird<br>is coming back, and the mustang running 13's now in GT form isn't 'dull' at<br>all.<br><br>--<br>78 Mercury Zephyr<br>http://members.xoom.com/frankwhite/page8.htm<br><br>Joe Alterio wrote in message ...<br>>Seems that Ford doesn't want sports cars in it's lineup for some<br>>reason...they dumped the T-Bird and the Probe. The Mustang is unbelievably<br>>dull.  Granted, they ARE bringing back the T-Bird (and the Cougar is<br>>already been out on the market), but based on its design, I think it will<br>>be a very poor seller.  Any thoughts out there???<br>><br>>On Wed, 3 Feb 1999, it was written:<br>><br>>> I heard in 2000. Saw a picture that they labled the new T-Bird, but I<br>didn't<br>>> like it. Nothing like the old ones<br>>><br>>><br>>><br>>><br>><br><br><br>
0	Just my opinion.	I think it can prepare you somewhat.  I never went from sims to real but i went<br>the other way.  I drove a mini-sprint of my friends several times (when he was<br>sick or unable to race) and was pretty good at it.  I was able to make the main<br>a few times and once managed a top five finish.  This experiance i think helps<br>me in GPL especially because trying to controll a powerful car on dirt is alot<br>harder than pavement.  Now im not the best at GPL, ill admit that, but i was<br>able to go fast sooner than if i had no experiance at all.  <br><br>Now the way i see it, if real world racing helped me in the virtual world, then<br>it should work the other way.  Being a good sim racer will never fully prepare<br>you for driving a real car...but it will definately help.<br><br>The part i find that alot of people dont understand in sims is setups.  This,<br>in my opinion, is the most realistic part of them.  GPL is a prime example<br>because the setups are more complicated than N1, N2, or ICR2.  <br><br>Just my opinion.<br><br>Chris<br>
1	Prices inc shipping and vat, and they send you<br>>their fltsim catalogue twice a year too.	<br><br>>Check out www.compmate.com<br>><br>>Great, fast service. Prices inc shipping and vat, and they send you<br>>their fltsim catalogue twice a year too.<br>><br>>I'm not connected with computermate, I'm just a happy customer.<br><br><br>Amen,  I`m in total agreement.. (not connected either.)<br><br><br>
1	Only if it is in front of the airplane when you start the engine...the<br>only reason I can see for being concerned at all is that it might indicate<br>a lack of attention to detail that could cause problems (such as leaving<br>it in front before the flight rather than after).<br>	In article <19981125172628.24939.00000630@ng09.aol.com>,<br>Bantuu <bantuu@aol.com> wrote:<br>>But.....is it a really a BIG deal? The chief insturctor said the FAA could<br>>suspend your student pilot license if they ever see you leaving the towbar in<br>>front of the airplane. <br><br>Only if it is in front of the airplane when you start the engine...the<br>only reason I can see for being concerned at all is that it might indicate<br>a lack of attention to detail that could cause problems (such as leaving<br>it in front before the flight rather than after).<br>
1	>               "When my abilities = my desire & commitment,<br>>                      I will be one hell of a pilot!"	 I know you have good intentions. . but I think you'd get much more utility<br>out of, say, a first-aid kit.<br> I have my own bag of stuff I take with me when I go fly (one of those<br>toolbox-bags you can get at home depot) usually it stays in the back of my<br>airplane, but when I rent I take it along) and you wouldn't believe how<br>often a screwdriver, crescent wrench, assorted screws. . quart of oil, etc.<br>come in handy. I'm sure I could make out a list of all that's in there, but<br>the whole point is that it's stuff *you* use all the time. . I hope you<br>aren't using the rope and the fire extinguisher that often. ;)<br><br><br>St Stephen Ames wrote in message <36D9B097.4276@stephenames.com>...<br>>Charles J. Pearson wrote:<br>>><br>>> >If we land in a tall tree and don't fall to ground, how are you >getting<br>down?<br>><br>>>  this *is* just a witty response, right? I mean, I don't mean this to >be<br>offensive if you're being serious, but. .<br>><br>>Sorry to say I meant to be witty about it but that's exactly why it's<br>>there!...<br>> Till the next time,<br>> St Stephen Ames<br>>         54.0 Total hrs(34.8hrs dual, 19.2hrs solo, 231 landings!)<br>>               "When my abilities = my desire & commitment,<br>>                      I will be one hell of a pilot!"<br>>     My flying site: http://www.stephenames.com/flying/flying.html<br>>      ----------------------------------------------------------------<br>>         "St Stephen with a rose, in and out of the garden he goes,<br>>                 country garden and the wind and the rain,<br>>                 wherever he goes the people all complain!"<br><br><br>
0	Holly Springs, PA   17065<br><br>Smokey the Bear says, "Strip mining prevents forest fires!"	Jalo at No@email.NOT says...<br><br>> Where do you get the OpenGL patch?<br> <br>http://www.papy.com/<br><br>-- <br>Douglas Bollinger<br>Mt. Holly Springs, PA   17065<br><br>Smokey the Bear says, "Strip mining prevents forest fires!"<br>
1	So if you are staying with your 200-233mhz systems for awhile,<br>save<br><BR>your money until you upgrade and keep your Voodoo I cards<br><br><P>edmedlin@axs.net<br><BR>www.netminds.com/edmedlin&lt;</BLOCKQUOTE><br></HTML><br><br>--------------81EA8C8C9B4A85354D3A0036--<br><br>	<br>--------------81EA8C8C9B4A85354D3A0036<br>Content-Type: text/plain; charset=us-ascii<br>Content-Transfer-Encoding: 7bit<br><br>I have experienced considerable improvement after going from a 4meg Monster I to<br> a 12meg Monster II on my 200mmx system. Perhaps the increase was more a result<br> of the extra 8 megs than of a better chipset; but there was enough improvement<br>to make me very happy with the Monster II. I am anxious to get another beside it<br> as soon as possible. Monster II is selling for $200 here (at EB), and, even if<br> the Voodoo II chip is not maximized in my current machine I will be able to use<br>  them in my next computerThen there is the logic that says wait- they will be<br>                      $150,... then $100 etc... Who knows?<br>W Spilman<br><br><br><br><br>> >almost no improvement with the Voodoo IIs below<br>> 300mhz. So if you are staying with your 200-233mhz systems for awhile, save<br>> your money until you upgrade and keep your Voodoo I cards<br>><br>> edmedlin@axs.net<br>> www.netminds.com/edmedlin<<br><br>--------------81EA8C8C9B4A85354D3A0036<br>Content-Type: text/html; charset=us-ascii<br>Content-Transfer-Encoding: 7bit<br><br><HTML><br><br><CENTER>I have experienced considerable improvement after going from a<br>4meg Monster I to a 12meg Monster II on my 200mmx system. Perhaps the increase<br>was more a result of the extra 8 megs than of a better chipset; but there<br>was enough improvement to make me very happy with the Monster II. I am<br>anxious to get another beside it as soon as possible. Monster II is selling<br>for $200 here (at EB), and, even if the Voodoo II chip is not maximized<br>in my current machine I will be able to use them in my next computerThen<br>there is the logic that says wait- they will be $150,... then $100 etc...<br>Who knows?</CENTER><br><br><CENTER></CENTER><br>W Spilman<br><BR>&nbsp;<br><CENTER>&nbsp;</CENTER><br><br><CENTER>&nbsp;</CENTER><br><br><BLOCKQUOTE TYPE=CITE><br><br><P>>almost no improvement with the Voodoo IIs below<br><BR>300mhz. So if you are staying with your 200-233mhz systems for awhile,<br>save<br><BR>your money until you upgrade and keep your Voodoo I cards<br><br><P>edmedlin@axs.net<br><BR>www.netminds.com/edmedlin&lt;</BLOCKQUOTE><br></HTML><br><br>--------------81EA8C8C9B4A85354D3A0036--<br><br>
